Name,Team,Conf,Class,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORTG,DRTG,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,player_id
A.J. Lawson,South Carolina,SEC,SO,F,31,903.0,4.4,10.5,0.414,1.8,5.4,0.339,2.5,5.1,0.494,0.502,2.9,4.0,0.724,0.5,3.2,3.7,1.9,1.2,0.1,2.0,3.0,13.4,103.1,97.7,17.9,0.541,0.566,0.377,1.9,12.3,7.1,12.4,2.3,0.5,17.0,22.2,1.4,0.5,1.9,0.114,2.3,1.3,3.6,lawsoaj01
AJ Johnson,Illawarra,Intl,FR,F,25,220.0,5.4,15.3,0.355,1.7,5.7,0.286,3.9,9.7,0.396,0.408,1.4,2.7,0.538,1.4,5.2,6.7,3.7,1.2,0.6,3.0,3.9,13.9,71.326,102.87,11.623,0.422,0.373,0.176,22.096,54.714,42.298,87.264,7.576,7.609,15.6,123.03,-0.185,0.64,0.455,0.083,0.488,3.837,4.325,johnsaj01
Aaron Gordon,Arizona,P12,FR,F,38,1187.0,5.0,10.1,0.495,0.4,1.2,0.356,4.6,8.9,0.513,0.516,2.0,4.7,0.422,2.7,5.3,8.0,2.0,0.9,1.0,1.4,3.0,12.4,105.5,87.7,20.4,0.503,0.118,0.471,10.4,19.3,14.9,13.0,1.8,3.4,12.4,23.2,2.1,3.3,5.4,0.183,3.3,3.9,7.2,gordoaa01
Aaron Holiday,UCLA,P12,JR,G,33,1244.0,6.4,13.9,0.461,2.7,6.2,0.429,3.8,7.7,0.486,0.557,4.8,5.8,0.828,0.5,3.2,3.7,5.8,1.3,0.2,3.8,2.8,20.3,112.9,106.9,21.1,0.609,0.446,0.417,1.6,8.7,5.3,29.9,1.9,0.7,20.6,27.2,3.7,1.2,4.9,0.157,4.9,0.1,5.0,holidaa01
Aaron Nesmith,Vanderbilt,SEC,SO,F,14,500.0,7.5,14.6,0.512,4.3,8.2,0.522,3.2,6.4,0.5,0.659,3.7,4.5,0.825,0.8,4.1,4.9,0.9,1.4,0.9,1.7,3.1,23.0,125.1,105.6,29.0,0.685,0.561,0.307,2.5,13.9,8.0,6.9,2.3,2.6,11.6,23.7,2.2,0.4,2.6,0.207,8.6,0.3,8.9,nesmiaa01
Aaron Wiggins,Maryland,B10,JR,F,30,993.0,5.3,12.0,0.443,1.8,5.1,0.346,3.5,6.9,0.515,0.517,1.9,2.4,0.767,1.1,4.7,5.8,2.5,1.1,0.5,2.0,2.5,14.5,103.8,99.3,19.9,0.542,0.432,0.203,4.5,15.9,10.6,17.2,2.1,2.0,14.5,24.9,2.1,1.6,3.7,0.145,4.1,1.7,5.8,wiggiaa01
Ace Bailey,Rutgers,B10,FR,F,30,1000.0,6.8,14.7,0.46,1.6,4.5,0.346,5.2,10.2,0.511,0.514,2.5,3.6,0.692,2.1,5.1,7.2,1.3,1.0,1.3,2.0,3.3,17.6,106.3,107.7,19.9,0.536,0.308,0.243,7.0,17.5,12.2,8.3,1.7,4.1,13.4,26.2,1.7,1.1,2.8,0.112,3.6,0.1,3.8,baileac01
Adem Bona,UCLA,P12,SO,C,32,849.0,4.6,7.9,0.585,0.0,0.1,0.0,4.6,7.8,0.59,0.585,3.2,4.5,0.697,2.0,3.9,5.9,1.2,1.1,1.8,2.5,5.5,12.4,106.3,95.8,23.3,0.617,0.004,0.573,8.7,18.3,13.4,11.5,2.7,8.7,22.3,25.6,1.7,1.9,3.6,0.165,1.5,4.3,5.8,bonaad01
Adou Thiero,Arkansas,SEC,JR,F,27,743.0,5.1,9.4,0.545,0.4,1.6,0.256,4.7,7.8,0.605,0.567,4.4,6.5,0.686,1.8,4.0,5.8,1.9,1.6,0.7,1.7,3.7,15.1,116.1,97.9,25.1,0.605,0.17,0.692,7.7,15.9,12.0,14.0,3.4,2.9,13.6,25.9,2.3,1.5,3.8,0.203,5.2,3.9,9.1,thierad01
Ajay Mitchell,UC Santa Barbara,BW,JR,G,27,851.0,6.7,13.7,0.491,1.1,3.0,0.375,5.6,10.8,0.522,0.531,5.7,6.6,0.86,0.2,3.8,4.0,4.0,1.2,0.4,2.6,3.3,20.0,113.4,105.5,25.7,0.6,0.217,0.48,0.9,13.0,7.7,28.7,2.1,1.3,15.6,31.1,3.4,1.1,4.5,0.198,4.6,0.2,4.7,mitchaj01
Al Horford,Florida,SEC,JR,F,38,1058.0,7.0,11.6,0.608,0.0,0.1,0.0,7.0,11.5,0.612,0.608,4.9,7.6,0.644,3.6,10.0,13.6,3.1,1.1,2.6,2.6,3.6,19.0,0.0,0.0,24.5,0.624,0.007,0.66,0.0,0.0,17.2,0.0,0.0,4.7,14.5,17.8,3.5,4.0,7.5,0.283,0.0,0.0,0.0,horfoal01
Alex Caruso,Texas A&M,SEC,SR,G,37,1067.0,3.0,6.0,0.502,0.8,2.1,0.368,2.2,3.9,0.572,0.566,1.4,1.8,0.785,1.1,2.5,3.6,5.0,2.1,0.4,2.4,3.4,8.1,111.6,92.9,18.2,0.598,0.344,0.294,4.1,9.5,6.8,31.1,4.2,1.6,26.8,17.5,1.9,2.4,4.3,0.163,2.5,5.6,8.0,carusal01
Alex Sarr,Perth,Intl,FR,F,24,457.8,8.7,16.6,0.52,1.3,4.6,0.298,7.3,12.0,0.605,0.563,3.9,5.4,0.714,3.3,6.9,10.2,2.0,1.1,3.1,2.6,3.2,22.6,104.746,98.27,11.769,0.595,0.277,0.325,24.028,33.494,29.707,32.154,3.204,36.6,15.6,62.84,0.084,1.354,1.439,0.126,1.526,3.079,4.605,sarral01
Alijah Martin,Florida,SEC,SR,G,38,1155.0,5.0,11.0,0.452,2.1,5.9,0.35,2.9,5.1,0.573,0.547,2.3,3.1,0.761,1.2,3.3,4.5,2.2,1.5,0.2,1.4,1.9,14.4,121.3,99.9,19.4,0.577,0.541,0.28,4.5,10.8,7.8,12.3,2.7,0.6,13.1,20.6,3.3,2.1,5.3,0.184,5.4,3.1,8.5,martial01
Amari Williams,Kentucky,SEC,SR,C,36,819.0,3.8,6.8,0.561,0.0,0.1,0.25,3.8,6.7,0.566,0.563,3.2,5.1,0.623,2.1,6.4,8.5,3.2,0.6,1.2,2.3,3.9,10.9,111.0,100.5,24.1,0.587,0.016,0.744,10.3,29.7,20.4,24.7,1.4,6.1,20.5,26.9,2.1,1.4,3.5,0.173,4.5,4.2,8.7,william01
Amir Coffey,Minnesota,B10,JR,F,36,1266.0,5.5,12.6,0.436,1.1,3.8,0.304,4.4,8.9,0.492,0.481,4.5,6.1,0.738,0.7,2.9,3.6,3.2,0.9,0.2,2.3,1.7,16.7,104.9,105.0,16.9,0.537,0.309,0.487,2.2,9.6,5.8,19.9,1.5,0.7,15.4,24.8,2.5,1.3,3.8,0.121,3.5,1.0,4.5,coffeam01
Andre Drummond,Connecticut,BE,FR,C,34,967.0,4.6,8.6,0.538,0.0,0.1,0.0,4.6,8.5,0.541,0.538,0.8,2.6,0.295,3.4,4.2,7.6,0.4,0.8,2.7,1.5,3.1,10.0,100.7,95.5,21.9,0.509,0.007,0.301,14.2,15.5,15.6,3.4,1.8,9.9,16.0,20.8,1.4,1.5,2.9,0.121,1.8,2.5,4.3,drumman01
Andre Jackson Jr.,Connecticut,BE,JR,F,36,1047.0,2.6,5.9,0.432,0.7,2.5,0.281,1.9,3.4,0.54,0.491,0.9,1.3,0.646,1.9,4.3,6.2,4.7,1.1,0.5,2.0,3.9,6.7,111.3,93.2,15.0,0.509,0.418,0.225,7.6,16.7,12.3,26.6,2.2,1.8,24.1,16.5,1.8,2.3,4.0,0.154,2.5,4.5,7.0,jacksan01
Andrew Nembhard,Gonzaga,WCC,SR,G,32,1029.0,4.4,9.7,0.452,1.6,4.2,0.383,2.8,5.5,0.503,0.534,1.5,1.7,0.873,0.4,2.9,3.4,5.8,1.6,0.1,1.9,2.5,11.8,117.3,92.2,18.1,0.564,0.429,0.177,1.6,8.7,5.6,26.3,2.7,0.4,16.6,19.6,2.8,2.2,5.0,0.195,3.7,3.0,6.7,nembhan01
Andrew Wiggins,Kansas,B12,FR,F,35,1148.0,5.4,12.1,0.448,1.2,3.6,0.341,4.2,8.5,0.493,0.499,5.0,6.5,0.775,2.2,3.7,5.9,1.5,1.2,1.0,2.3,3.3,17.1,112.3,101.7,21.4,0.563,0.299,0.538,8.4,12.3,10.4,9.2,2.1,3.1,15.9,25.1,3.2,1.7,4.9,0.17,5.1,1.8,7.0,wiggian01
Anthony Black,Arkansas,SEC,FR,F,36,1237.0,4.1,9.1,0.453,0.8,2.6,0.301,3.4,6.6,0.513,0.495,3.7,5.3,0.705,1.2,3.8,5.1,3.9,2.1,0.6,3.0,3.0,12.8,102.0,95.6,17.2,0.549,0.283,0.578,4.3,12.8,8.5,20.9,3.4,1.9,22.6,22.2,1.8,2.4,4.2,0.133,2.5,3.4,5.9,blackan01
Anthony Davis,Kentucky,SEC,FR,C,40,1281.0,5.2,8.4,0.623,0.1,0.5,0.15,5.2,7.9,0.653,0.628,3.6,5.1,0.709,3.0,7.4,10.4,1.2,1.4,4.6,1.0,2.4,14.2,133.8,79.6,35.1,0.654,0.059,0.602,11.6,23.9,19.0,7.5,2.5,13.7,10.0,19.1,5.9,4.1,9.9,0.31,9.1,7.6,16.7,davisan02
Anthony Edwards,Georgia,SEC,FR,F,31,1024.0,6.3,15.7,0.4,2.2,7.6,0.291,4.1,8.1,0.502,0.47,4.1,5.3,0.77,0.8,4.5,5.2,2.8,1.3,0.6,2.7,2.7,19.1,103.0,102.8,20.8,0.517,0.485,0.338,2.4,14.5,8.7,17.9,2.3,1.6,15.4,28.8,2.5,1.1,3.6,0.136,4.4,0.5,4.9,edwaran01
Anthony Gill,Virginia,ACC,SR,C,37,1037.0,5.1,8.8,0.58,0.1,0.1,1.0,5.1,8.8,0.577,0.583,3.5,4.7,0.746,2.2,4.0,6.1,0.8,0.6,0.6,1.1,3.3,13.8,122.6,96.8,26.4,0.624,0.006,0.531,10.6,18.2,14.5,5.8,1.5,2.6,10.9,24.0,4.1,1.9,6.0,0.231,5.3,2.0,7.3,gillan01
Antonio Reeves,Kentucky,SEC,SR,F,33,1039.0,7.1,13.9,0.512,2.5,5.7,0.447,4.6,8.2,0.557,0.603,3.4,4.0,0.863,0.7,3.4,4.2,1.6,0.7,0.2,1.2,2.3,20.2,126.5,111.5,23.6,0.64,0.41,0.285,2.7,11.1,7.2,9.2,1.1,0.8,8.9,23.6,4.1,0.6,4.7,0.182,7.3,-1.1,6.2,reevean01
Ariel Hukporti,Melbourne,Intl,FR,F,28,571.1,7.0,11.8,0.596,0.0,0.0,0.0,7.0,11.8,0.596,0.593,4.3,6.9,0.618,5.3,10.0,15.3,1.6,1.3,3.2,3.7,6.2,18.3,98.727,99.09,11.502,0.617,0.0,0.585,36.09,45.396,41.674,30.769,3.541,50.713,15.6,50.488,0.028,1.653,1.68,0.118,0.197,4.192,4.389,hukpoar01
Asa Newell,Georgia,SEC,FR,C,33,958.0,5.8,10.7,0.543,0.8,2.7,0.292,5.0,8.0,0.627,0.58,3.1,4.1,0.748,3.3,3.5,6.9,0.9,1.0,1.0,1.1,3.3,15.4,127.8,102.7,26.1,0.612,0.253,0.384,14.0,13.5,13.7,6.7,2.0,3.8,9.8,23.0,3.8,1.4,5.2,0.218,7.2,1.4,8.6,newelas01
Austin Reaves,Oklahoma,B12,SR,G,25,862.0,5.6,12.6,0.443,1.3,4.2,0.305,4.3,8.4,0.512,0.494,5.9,6.8,0.865,0.8,4.6,5.5,4.6,0.9,0.3,3.0,1.9,18.3,110.9,101.8,23.6,0.579,0.334,0.541,2.8,15.1,9.0,27.0,1.5,1.0,17.7,28.4,2.9,1.0,4.0,0.183,5.5,0.9,6.4,reaveau01
Ayo Dosunmu,Illinois,B10,JR,G,28,984.0,7.5,15.4,0.488,1.1,3.0,0.386,6.4,12.4,0.513,0.526,4.0,5.1,0.783,1.1,5.2,6.3,5.2,1.1,0.2,3.3,2.4,20.1,110.8,95.7,24.0,0.566,0.191,0.333,3.9,15.8,10.4,29.2,1.8,0.6,18.0,29.4,3.3,1.8,5.1,0.207,5.9,2.4,8.3,dosunay01
Bam Adebayo,Kentucky,SEC,FR,F,38,1145.0,5.9,9.9,0.599,0.0,0.0,0.0,5.9,9.9,0.599,0.599,5.4,8.2,0.653,4.1,6.5,10.6,1.1,0.9,2.0,2.2,3.5,17.3,123.7,95.8,22.0,0.624,0.0,0.831,11.1,17.3,14.2,4.7,1.2,4.9,13.9,18.5,3.3,2.3,5.6,0.196,4.5,3.6,8.2,adebaba01
Baylor Scheierman,Creighton,BE,SR,F,35,1288.0,6.3,14.0,0.448,3.1,8.3,0.381,3.1,5.7,0.545,0.56,2.8,3.2,0.876,0.7,8.3,9.0,3.9,0.9,0.1,2.2,1.8,18.5,116.5,98.5,21.9,0.596,0.591,0.231,2.6,23.2,14.0,19.9,1.5,0.3,14.4,24.9,3.8,2.4,6.1,0.191,6.2,2.5,8.7,scheiba01
Ben Saraf,Kiryat Ata,Intl,FR,F,22,557.8,6.7,17.0,0.388,1.6,5.6,0.286,5.0,11.4,0.438,0.441,4.0,5.8,0.694,1.2,4.6,5.8,6.3,1.8,0.4,2.9,4.2,18.8,83.734,101.88,10.973,0.481,0.329,0.341,6.573,16.799,12.709,125.498,3.944,4.624,15.6,49.196,-0.101,1.504,1.403,0.101,1.49,1.084,2.574,sarafbe01
Ben Sheppard,Belmont,MVC,SR,F,31,1062.0,6.8,14.4,0.472,2.5,6.1,0.416,4.3,8.3,0.514,0.56,2.8,4.0,0.694,0.6,4.6,5.2,2.9,1.4,0.2,2.2,2.4,18.8,110.1,103.7,21.8,0.58,0.424,0.277,2.3,15.4,9.0,16.7,2.3,0.5,14.2,26.8,3.0,1.4,4.3,0.158,4.0,-0.3,3.7,sheppbe01
Bennedict Mathurin,Arizona,P12,SO,F,37,1201.0,5.9,13.1,0.451,2.2,6.0,0.372,3.6,7.0,0.519,0.537,3.7,4.8,0.764,1.4,4.2,5.6,2.5,1.0,0.3,1.8,2.3,17.7,116.9,95.7,21.1,0.577,0.465,0.369,5.1,12.6,9.3,13.8,1.6,0.8,12.9,23.5,4.0,2.2,6.2,0.205,5.7,1.0,6.7,mathube01
Bilal Coulibaly,Paris,Intl,FR,F,27,542.2,4.1,7.7,0.532,1.1,2.6,0.452,3.0,5.1,0.571,0.604,1.8,3.0,0.595,1.8,5.0,6.8,1.8,1.7,0.4,2.0,3.3,11.1,100.726,101.68,10.83,0.615,0.338,0.39,12.449,23.054,18.812,52.023,4.703,8.959,15.6,30.487,0.025,1.461,1.486,0.11,-0.013,1.524,1.512,coulibi01
Bismack Biyombo,Fuenlabrada,Intl,FR,F,14,265.6,5.3,9.7,0.552,0.0,0.0,0.0,5.3,9.7,0.552,0.546,4.3,7.9,0.553,4.6,7.3,11.9,0.7,0.9,5.3,4.0,4.7,15.1,87.913,95.56,12.474,0.573,0.0,0.814,33.676,35.629,34.848,16.746,2.636,98.788,15.6,50.298,-0.049,0.974,0.925,0.139,-0.451,4.01,3.559,biyombi01
Blake Wesley,Notre Dame,ACC,FR,G,34,998.0,5.1,12.6,0.401,1.5,5.1,0.302,3.5,7.6,0.467,0.462,2.8,4.1,0.667,0.7,3.0,3.7,2.4,1.3,0.1,2.2,2.6,14.4,94.4,100.4,16.9,0.494,0.404,0.329,2.9,11.4,7.5,17.4,2.6,0.2,15.2,30.7,1.1,1.4,2.5,0.098,0.3,0.4,0.7,weslebl01
Bobby Portis,Arkansas,SEC,SO,C,36,1076.0,6.9,12.9,0.536,0.4,0.8,0.467,6.6,12.1,0.541,0.552,3.2,4.3,0.737,3.7,5.2,8.9,1.2,1.1,1.4,1.6,2.9,17.5,118.9,95.8,29.5,0.582,0.064,0.335,13.6,20.2,16.8,8.8,2.1,4.8,11.5,25.7,4.2,1.9,6.1,0.227,7.3,1.1,8.4,portibo01
Bobi Klintman,Wake Forest,ACC,FR,F,33,678.0,1.8,4.5,0.407,0.8,2.3,0.368,1.0,2.2,0.446,0.5,0.8,1.1,0.743,1.1,3.5,4.5,0.8,0.5,0.6,1.0,3.8,5.3,102.6,103.1,12.0,0.528,0.507,0.233,6.2,19.4,13.0,6.7,1.3,3.2,17.9,15.1,0.6,0.8,1.5,0.086,-0.6,1.1,0.5,klintbo01
Bogdan Bogdanović,Partizan,Intl,FR,F,23,802.2,6.6,16.4,0.401,2.8,7.4,0.37,3.8,9.0,0.426,0.488,2.9,3.8,0.754,0.9,3.8,4.7,4.7,2.0,0.2,4.3,3.3,18.9,84.481,101.29,10.58,0.523,0.451,0.232,3.584,10.088,7.486,94.758,3.186,2.387,15.6,35.635,-0.094,2.116,2.021,0.101,1.216,0.587,1.803,bogdabo01
Bones Hyland,VCU,A-10,SO,G,24,766.0,7.9,17.8,0.447,3.6,9.7,0.371,4.3,8.0,0.539,0.549,4.9,5.7,0.862,0.2,5.7,5.9,2.6,2.3,0.2,3.9,2.8,24.4,107.8,91.2,23.7,0.596,0.547,0.321,0.7,16.3,8.9,16.0,3.5,0.6,15.9,31.8,2.0,1.8,3.8,0.201,5.5,2.7,8.2,hylanbo01
Bradley Beal,Florida,SEC,FR,F,37,1267.0,4.7,10.6,0.445,1.7,5.0,0.339,3.0,5.6,0.541,0.525,3.6,4.7,0.769,1.4,5.4,6.7,2.2,1.4,0.8,2.1,2.4,14.8,112.3,95.5,22.0,0.575,0.473,0.44,4.8,18.1,12.3,12.7,2.5,2.6,17.0,22.4,3.6,2.1,5.7,0.18,5.3,2.3,7.6,bealbr01
Branden Carlson,Utah,P12,SR,C,36,1066.0,6.4,12.8,0.502,1.8,4.7,0.379,4.7,8.1,0.573,0.571,2.4,3.3,0.714,1.4,5.1,6.5,1.6,0.4,1.5,1.5,2.6,17.0,114.5,101.9,22.9,0.591,0.365,0.258,5.4,17.8,11.9,10.8,0.7,5.0,11.3,24.7,2.9,1.7,4.5,0.17,5.8,1.8,7.6,carlsbr01
Brandin Podziemski,Santa Clara,WCC,SO,F,31,1116.0,7.0,14.4,0.487,2.6,5.8,0.447,4.4,8.6,0.513,0.576,3.6,4.6,0.771,1.8,7.0,8.8,3.7,1.8,0.5,2.3,2.1,19.9,120.5,99.0,26.4,0.608,0.402,0.323,5.5,21.0,13.7,20.8,2.8,1.3,14.0,25.5,4.2,2.0,6.2,0.215,7.5,2.5,10.0,podzibr01
Brandon Clarke,Gonzaga,WCC,JR,C,37,1039.0,6.9,10.1,0.687,0.1,0.4,0.267,6.8,9.7,0.705,0.693,2.9,4.2,0.694,3.1,5.5,8.6,1.9,1.2,3.0,1.5,3.0,16.9,134.3,83.9,37.2,0.699,0.04,0.42,13.9,19.7,17.1,12.1,2.3,10.8,12.7,24.0,5.5,3.2,8.8,0.337,9.5,5.9,15.4,clarkbr01
Brandon Ingram,Duke,ACC,FR,F,36,1246.0,5.9,13.4,0.442,2.2,5.4,0.41,3.7,8.0,0.464,0.525,3.2,4.7,0.682,1.9,4.9,6.8,2.0,1.1,1.4,2.0,2.4,17.3,112.1,103.4,22.5,0.552,0.403,0.351,6.1,15.4,10.8,11.3,1.9,3.6,13.7,24.6,3.4,1.5,4.9,0.157,5.4,1.3,6.7,ingrabr01
Brandon Miller,Alabama,SEC,FR,F,37,1208.0,6.0,13.9,0.43,2.9,7.5,0.384,3.1,6.5,0.483,0.533,3.9,4.6,0.859,2.1,6.2,8.2,2.1,0.9,0.9,2.2,2.9,18.8,117.0,91.0,23.4,0.583,0.535,0.329,6.7,17.7,12.6,12.7,1.5,2.4,14.7,25.0,4.1,2.9,7.0,0.23,7.3,3.6,11.0,millebr02
Brandon Williams,Arizona,P12,FR,G,26,731.0,3.3,8.9,0.377,1.4,4.4,0.316,2.0,4.5,0.436,0.455,3.3,4.0,0.819,0.2,2.6,2.8,3.3,0.8,0.2,1.8,2.8,11.4,105.4,100.9,16.0,0.527,0.494,0.455,0.8,11.1,5.7,23.7,1.7,0.8,16.1,22.9,1.4,1.0,2.4,0.13,1.6,1.7,3.3,willibr01
Brandon Williams,Arizona,P12,FR,G,26,731.0,3.3,8.9,0.377,1.4,4.4,0.316,2.0,4.5,0.436,0.455,3.3,4.0,0.819,0.2,2.6,2.8,3.3,0.8,0.2,1.8,2.8,11.4,105.4,100.9,16.0,0.527,0.494,0.455,0.8,11.1,5.7,23.7,1.7,0.8,16.1,22.9,1.4,1.0,2.4,0.13,1.6,1.7,3.3,willibr03
Brice Sensabaugh,Ohio St.,B10,FR,F,33,810.0,6.0,12.4,0.482,1.8,4.5,0.405,4.2,7.9,0.525,0.555,2.5,3.0,0.83,1.3,4.1,5.4,1.2,0.5,0.4,2.0,4.0,16.3,112.0,102.7,26.4,0.588,0.361,0.244,6.2,18.9,12.8,10.9,1.3,1.7,15.7,32.1,2.8,1.0,3.8,0.187,7.3,0.3,7.6,sensabr01
Bronny James,USC,P12,FR,G,25,486.0,1.6,4.5,0.366,0.6,2.4,0.267,1.0,2.1,0.481,0.438,0.9,1.4,0.676,0.3,2.6,2.8,2.1,0.8,0.2,1.1,3.5,4.8,96.4,105.5,10.3,0.472,0.536,0.304,1.7,15.1,8.5,19.3,2.2,1.1,19.4,16.5,0.2,0.6,0.8,0.063,-1.7,1.3,-0.3,jamesbr02
Brook Lopez,Stanford,P10,SO,C,27,830.0,6.8,14.6,0.468,0.0,0.2,0.0,6.8,14.3,0.475,0.468,5.7,7.2,0.789,2.9,5.3,8.2,1.4,0.6,2.1,2.1,3.2,19.3,110.6,90.0,23.5,0.537,0.031,0.494,11.1,19.3,15.3,11.3,1.2,6.8,13.5,32.0,2.0,3.5,5.4,0.261,7.4,3.7,11.1,lopezbr01
Brooks Barnhizer,Northwestern,B10,SR,F,17,628.0,6.1,14.6,0.414,1.0,3.8,0.266,5.1,10.9,0.465,0.448,4.0,5.2,0.764,1.5,7.3,8.8,4.2,2.3,1.1,2.8,1.8,17.1,101.6,95.0,21.6,0.5,0.257,0.357,4.8,24.6,14.3,24.0,3.8,3.7,16.2,28.0,0.8,1.4,2.2,0.14,4.1,4.1,8.2,barnhbr01
Bruce Brown,Miami FL,ACC,FR,F,33,1053.0,4.1,8.8,0.459,1.0,2.9,0.347,3.1,6.0,0.513,0.515,2.7,3.7,0.744,1.5,4.2,5.6,3.2,1.5,0.5,2.0,3.1,11.8,111.5,96.8,16.9,0.559,0.319,0.414,5.6,15.3,12.4,20.7,2.9,1.9,18.2,21.5,0.7,1.2,1.9,0.121,3.7,3.9,7.6,brownbr01
Bryce McGowens,Nebraska,B10,FR,F,31,1032.0,5.2,12.8,0.403,1.3,4.7,0.274,3.9,8.1,0.478,0.453,5.2,6.3,0.831,0.7,4.5,5.2,1.4,0.7,0.3,2.1,2.4,16.8,100.1,108.8,16.9,0.533,0.368,0.491,2.4,14.6,8.7,8.6,1.2,1.0,13.4,26.2,1.6,0.6,2.2,0.086,2.2,-1.3,0.8,mcgowbr01
Bub Carrington,Pitt,ACC,FR,G,33,1096.0,5.8,14.1,0.412,2.4,7.4,0.322,3.4,6.7,0.511,0.496,2.7,3.4,0.785,0.6,5.7,6.2,5.0,0.7,0.3,2.3,2.8,16.6,111.5,105.2,16.3,0.53,0.523,0.241,1.6,16.8,8.9,24.0,1.0,0.9,13.0,23.0,2.2,1.4,3.6,0.133,2.6,1.3,3.9,carrica01
Buddy Hield,Oklahoma,B12,SR,F,37,1309.0,8.1,16.2,0.501,4.0,8.7,0.457,4.2,7.5,0.552,0.623,4.8,5.4,0.88,1.2,4.5,5.7,2.0,1.1,0.5,3.1,2.3,25.0,121.5,100.7,28.2,0.664,0.536,0.333,4.0,13.0,8.8,12.7,1.8,1.4,17.1,28.4,5.7,1.9,7.6,0.233,10.1,1.7,11.8,hieldbu01
CJ Huntley,Appalachian St.,SB,SR,F,29,974.0,5.9,12.2,0.483,1.4,4.1,0.356,4.4,8.1,0.547,0.542,2.6,3.8,0.679,2.3,5.8,8.1,1.1,0.6,0.7,1.5,1.8,15.7,111.1,100.2,21.1,0.564,0.32,0.308,7.7,18.4,13.2,7.5,1.1,2.1,11.8,23.1,2.4,2.1,4.5,0.175,2.8,0.3,3.2,huntlcj01
CJ McCollum,Lehigh,Patriot,SR,G,12,372.0,10.3,20.9,0.495,3.5,6.9,0.516,6.8,14.0,0.485,0.58,6.7,7.8,0.849,1.3,5.2,6.5,3.8,1.8,0.4,3.4,2.3,30.9,118.5,98.1,34.7,0.628,0.33,0.376,4.0,15.8,10.0,24.9,2.7,1.2,12.3,37.2,1.9,0.6,2.4,0.261,9.0,0.3,9.3,mccolcj01
Cade Cunningham,Oklahoma St.,B12,FR,F,27,956.0,6.5,14.9,0.439,2.3,5.7,0.4,4.2,9.1,0.463,0.516,4.9,5.8,0.846,0.7,5.5,6.2,3.4,1.6,0.8,4.1,2.8,20.2,104.1,96.1,21.6,0.575,0.388,0.389,2.3,16.2,9.6,20.2,2.5,2.3,22.0,28.6,2.3,1.7,4.0,0.166,4.8,2.6,7.4,cunnica01
Caleb Houstan,Michigan,B10,FR,F,34,1088.0,3.2,8.4,0.384,1.8,5.0,0.355,1.4,3.4,0.426,0.489,1.9,2.4,0.783,0.8,3.2,4.0,1.4,0.7,0.2,1.5,2.1,10.1,103.4,105.4,11.8,0.53,0.595,0.292,3.1,11.7,7.5,7.4,1.4,0.8,16.7,17.0,1.4,0.9,2.3,0.084,1.5,0.7,2.1,houstca01
Caleb Love,Arizona,B12,SR,G,37,1261.0,5.8,14.5,0.398,2.6,7.8,0.34,3.1,6.8,0.464,0.489,3.0,3.4,0.889,0.4,4.1,4.4,3.4,1.2,0.3,1.9,1.4,17.2,112.6,105.8,17.7,0.534,0.535,0.234,1.2,12.6,7.2,18.2,1.9,0.9,13.5,24.0,2.8,1.6,4.4,0.14,5.0,1.2,6.2,loveca01
Caleb Martin,Nevada,MWC,SR,F,34,1161.0,5.9,14.5,0.409,3.1,9.3,0.338,2.8,5.1,0.537,0.517,4.3,5.8,0.732,0.9,4.3,5.1,2.8,1.4,0.8,1.9,2.9,19.2,111.5,93.9,22.7,0.558,0.644,0.402,2.9,13.5,8.3,16.2,2.4,2.6,11.5,26.6,3.4,2.4,5.9,0.202,5.6,2.2,7.7,martica02
Cam Christie,Minnesota,B10,FR,F,33,996.0,3.8,9.4,0.405,2.1,5.4,0.391,1.7,4.0,0.424,0.518,1.6,2.1,0.779,0.2,3.4,3.6,2.2,0.6,0.3,1.2,2.2,11.4,110.3,108.7,13.7,0.546,0.577,0.219,1.0,12.8,7.1,13.8,1.2,1.1,12.3,18.2,1.6,0.9,2.5,0.1,2.1,-0.1,2.0,chrisca02
Cam Spencer,Connecticut,BE,SR,G,40,1312.0,4.9,10.1,0.484,2.5,5.6,0.44,2.4,4.5,0.539,0.606,2.0,2.2,0.911,1.0,3.8,4.8,3.6,1.5,0.2,1.0,2.6,14.3,137.1,96.6,22.8,0.64,0.556,0.222,4.0,12.5,8.5,18.9,2.7,0.8,10.0,18.5,5.2,2.6,7.9,0.239,7.2,4.0,11.2,spencca01
Cam Thomas,LSU,SEC,FR,G,29,986.0,8.2,20.3,0.406,2.8,8.5,0.325,5.5,11.8,0.464,0.474,7.9,8.9,0.882,0.7,3.2,4.0,1.7,1.0,0.2,2.0,1.6,27.1,117.9,109.4,24.1,0.553,0.418,0.44,2.0,8.2,5.2,8.3,1.4,0.7,7.5,31.6,4.0,0.5,4.5,0.183,7.1,-0.8,6.3,thomaca02
