Name,Team,Conf,Class,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORTG,DRTG,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,player_id
Oscar Tshiebwe,Kentucky,SEC,SR,C,32,1073.0,6.1,10.9,0.56,0.0,0.1,0.0,6.1,10.8,0.564,0.56,4.3,5.9,0.729,5.8,7.9,13.7,1.6,1.6,1.0,2.0,3.5,16.5,122.6,93.8,30.9,0.603,0.006,0.54,19.5,27.9,23.6,9.4,2.9,3.3,14.8,24.5,4.4,2.3,6.6,0.246,7.5,2.0,9.5,tshieos01
Oso Ighodaro,Marquette,BE,SR,C,36,1170.0,5.4,9.4,0.576,0.0,0.1,0.0,5.4,9.4,0.58,0.576,2.5,4.1,0.623,2.6,4.3,6.9,2.9,1.1,1.3,1.8,2.7,13.4,117.2,100.3,21.9,0.59,0.006,0.429,9.4,15.3,12.4,16.1,1.9,4.7,14.4,21.9,3.2,2.0,5.2,0.177,3.9,3.0,6.9,ighodos01
Ousmane Dieng,New Zealand,Intl,FR,F,23,520.0,6.9,17.2,0.398,2.2,8.2,0.271,4.7,9.0,0.514,0.465,1.6,2.3,0.667,1.0,5.2,6.2,2.1,1.2,0.6,2.8,2.9,17.4,82.81,102.37,10.79,0.478,0.477,0.134,6.143,21.296,15.235,40.856,2.949,6.865,15.6,51.632,-0.102,1.39,1.288,0.099,1.017,1.164,2.181,diengou01
PJ Hall,Clemson,ACC,SR,C,36,1041.0,6.7,13.7,0.488,1.4,4.6,0.315,5.2,9.1,0.575,0.541,3.5,4.5,0.779,1.6,4.8,6.4,1.4,0.8,1.4,1.9,4.3,18.3,111.8,100.9,25.6,0.579,0.335,0.331,6.6,18.0,12.7,10.8,1.6,5.6,12.6,30.2,3.1,1.7,4.8,0.184,5.1,2.3,7.4,hallpj01
Paolo Banchero,Duke,ACC,FR,F,39,1286.0,6.3,13.2,0.478,1.1,3.3,0.338,5.2,9.8,0.525,0.52,3.5,4.8,0.729,1.8,6.1,7.8,3.2,1.1,0.9,2.4,2.3,17.2,111.3,97.1,24.2,0.557,0.253,0.366,6.5,19.1,13.2,17.5,1.9,2.7,15.4,27.2,4.0,2.2,6.1,0.191,5.5,1.6,7.1,banchpa01
Pascal Siakam,New Mexico St.,WAC,SO,C,32,1131.0,8.1,15.0,0.536,0.1,0.5,0.2,8.0,14.6,0.547,0.54,4.2,6.1,0.686,4.0,7.8,11.8,1.6,1.0,2.2,2.1,3.1,20.4,115.4,86.8,31.6,0.569,0.029,0.403,13.4,23.5,18.8,11.2,1.7,6.4,12.6,28.0,4.4,3.4,7.8,0.266,5.2,3.1,8.3,siakapa01
Pat Connaughton,Notre Dame,ACC,SR,F,38,1351.0,4.4,9.4,0.466,2.4,5.8,0.423,1.9,3.6,0.537,0.597,1.3,1.7,0.781,1.1,6.3,7.4,1.5,0.7,0.9,1.2,2.2,12.5,120.4,100.0,19.4,0.615,0.618,0.18,4.2,20.4,13.0,7.6,1.3,2.7,12.2,16.7,3.5,1.9,5.4,0.16,5.8,1.1,6.9,connapa01
Pat Spencer,Northwestern,B10,SR,G,31,908.0,3.9,9.0,0.436,0.4,1.6,0.235,3.5,7.4,0.48,0.457,2.1,2.6,0.815,0.7,3.5,4.1,3.9,0.8,0.2,2.3,2.8,10.4,96.4,104.8,15.5,0.505,0.182,0.289,2.7,12.9,7.9,29.2,1.6,0.9,19.4,23.8,0.9,0.7,1.7,0.074,0.8,0.5,1.2,spencpa01
Patrick Williams,Florida St.,ACC,FR,F,29,651.0,3.3,7.2,0.457,0.6,1.7,0.32,2.7,5.4,0.5,0.495,2.1,2.6,0.838,1.3,2.7,4.0,1.0,1.0,1.0,1.7,2.9,9.2,104.2,92.9,19.4,0.551,0.242,0.356,6.8,13.9,10.5,8.4,2.6,5.6,20.2,21.9,1.2,1.3,2.5,0.154,1.8,2.7,4.5,willipa01
Paul George,Fresno St.,WAC,SO,F,28,929.0,5.4,12.5,0.427,2.1,5.8,0.356,3.3,6.7,0.489,0.51,3.9,4.4,0.902,1.9,5.3,7.2,3.1,2.1,0.9,3.2,3.5,16.7,105.6,94.6,24.3,0.572,0.46,0.348,6.8,18.6,12.8,22.6,3.9,3.0,20.8,27.3,2.3,1.8,4.2,0.173,4.4,2.3,6.7,georgpa01
Paul Reed,DePaul,BE,JR,C,28,887.0,6.4,12.5,0.516,0.5,1.8,0.294,5.9,10.6,0.554,0.537,2.1,2.8,0.756,3.3,7.4,10.7,1.6,1.9,2.6,2.3,3.7,15.1,108.4,88.8,27.5,0.562,0.147,0.223,11.2,25.7,18.4,11.1,3.3,9.4,16.5,23.6,2.2,2.3,4.5,0.194,4.6,4.0,8.6,reedpa01
Payton Pritchard,Oregon,P12,SR,G,31,1132.0,7.0,14.9,0.468,2.8,6.8,0.415,4.1,8.1,0.512,0.563,3.7,4.5,0.821,0.7,3.6,4.3,5.5,1.5,0.0,2.7,2.2,20.5,120.6,100.3,27.1,0.601,0.459,0.303,2.3,11.6,7.1,31.6,2.5,0.1,16.0,28.4,5.3,1.4,6.7,0.235,8.7,1.3,10.0,pritcpa01
Pelle Larsson,Arizona,P12,SR,G,36,1080.0,4.5,8.7,0.519,1.3,3.0,0.426,3.2,5.7,0.568,0.592,2.4,3.2,0.75,1.1,3.0,4.1,3.7,0.9,0.2,1.9,3.5,12.8,121.0,100.3,17.8,0.622,0.344,0.369,3.9,10.6,7.3,20.1,1.7,0.8,17.9,19.1,2.9,1.8,4.8,0.176,3.7,2.5,6.3,larsspe01
Pete Nance,North Carolina,ACC,SR,F,30,906.0,3.3,7.7,0.422,1.1,3.3,0.32,2.2,4.4,0.5,0.491,2.4,2.9,0.816,1.2,4.8,6.0,1.7,0.4,1.1,1.7,3.1,10.0,106.2,100.5,14.6,0.547,0.431,0.375,4.3,17.7,11.0,10.3,0.7,3.7,17.9,17.7,1.3,1.3,2.6,0.115,1.3,2.3,3.6,nancepe01
Peyton Watson,UCLA,P12,FR,F,32,405.0,1.2,3.7,0.322,0.2,1.0,0.226,1.0,2.7,0.356,0.352,0.7,1.0,0.688,0.9,2.0,2.9,0.8,0.6,0.6,0.9,5.0,3.3,83.6,90.7,11.2,0.394,0.263,0.271,8.1,18.7,13.3,10.1,2.8,5.3,21.0,21.2,-0.2,0.9,0.8,0.074,-3.2,2.9,-0.3,watsope01
Precious Achiuwa,Memphis,Amer,FR,C,31,941.0,5.9,11.9,0.493,0.4,1.3,0.325,5.5,10.6,0.514,0.511,3.6,6.0,0.599,3.0,7.8,10.8,1.0,1.1,1.9,2.8,3.1,15.8,98.2,81.6,23.3,0.534,0.108,0.507,11.4,24.7,18.6,7.5,2.0,6.4,18.6,27.2,1.5,2.9,4.4,0.187,2.2,2.9,5.1,achiupr01
Quentin Grimes,Houston,Amer,JR,F,30,984.0,5.8,14.2,0.406,3.3,8.3,0.403,2.4,5.9,0.41,0.523,3.0,3.8,0.788,1.6,4.1,5.7,2.0,1.4,0.3,1.8,2.7,17.8,118.2,90.4,23.5,0.558,0.582,0.265,5.4,14.1,9.6,12.6,2.6,1.2,13.5,25.3,3.7,2.4,6.1,0.25,7.8,2.2,10.0,grimequ01
Quenton Jackson,Texas A&M,SEC,SR,G,39,1028.0,4.7,9.7,0.487,1.1,3.2,0.349,3.6,6.5,0.556,0.545,4.3,5.1,0.83,0.5,3.0,3.5,2.0,1.8,0.6,2.4,3.8,14.8,111.1,93.8,24.2,0.611,0.329,0.529,2.2,13.2,7.6,16.6,3.8,2.0,19.9,26.6,3.3,2.2,5.5,0.208,4.8,3.5,8.3,jacksqu01
Quinten Post,Boston College,ACC,SR,C,35,1118.0,6.3,12.4,0.513,1.4,3.3,0.431,4.9,9.1,0.543,0.57,2.9,3.5,0.821,2.1,6.1,8.1,2.9,0.9,1.7,2.5,3.6,17.0,114.7,101.1,25.6,0.605,0.269,0.284,7.5,21.8,14.7,18.7,1.6,6.0,16.9,27.0,3.3,1.8,5.1,0.184,6.1,2.8,8.9,postqu01
Rasheer Fleming,Saint Joseph's,A10,JR,F,35,1094.0,5.4,10.1,0.531,1.8,4.5,0.39,3.6,5.6,0.646,0.619,2.1,2.9,0.743,2.1,6.5,8.5,1.3,1.4,1.5,1.5,3.3,14.7,121.4,93.8,24.1,0.638,0.449,0.285,7.6,22.8,15.3,8.5,2.6,4.9,14.2,20.4,3.0,2.6,5.6,0.206,4.5,2.9,7.3,flemira01
RayJ Dennis,Baylor,B12,SR,G,34,1168.0,5.1,10.7,0.474,1.1,3.4,0.333,3.9,7.2,0.541,0.528,2.2,3.1,0.731,0.5,3.4,3.9,6.8,1.4,0.1,3.6,3.0,13.6,109.0,106.0,17.3,0.556,0.316,0.287,1.8,12.4,7.1,37.4,2.2,0.2,24.5,25.0,2.6,1.4,4.0,0.132,3.3,0.6,4.0,dennira01
Rayan Rupert,New Zealand,Intl,FR,F,20,437.8,4.8,13.1,0.364,1.2,4.9,0.25,3.6,8.2,0.432,0.412,2.7,3.8,0.703,1.3,3.7,5.0,1.9,1.7,0.3,2.3,4.0,13.4,78.491,102.21,10.726,0.454,0.374,0.29,8.248,15.651,12.69,48.969,4.315,4.351,15.6,43.328,-0.113,1.194,1.082,0.099,0.339,0.892,1.231,ruperra01
Reed Sheppard,Kentucky,SEC,FR,G,33,955.0,4.3,8.0,0.536,2.3,4.4,0.521,2.0,3.6,0.555,0.679,1.6,2.0,0.831,0.4,3.8,4.1,4.5,2.5,0.7,2.0,2.6,12.5,127.6,101.8,23.6,0.699,0.548,0.247,1.5,13.3,7.7,24.0,4.6,2.5,20.0,18.7,3.0,1.4,4.5,0.188,6.5,4.4,10.9,sheppre01
Riley Minix,Morehead St.,OVC,SR,F,31,1048.0,7.8,14.3,0.545,1.7,4.9,0.342,6.1,9.4,0.651,0.604,3.9,4.7,0.828,3.0,6.6,9.7,2.2,1.3,1.0,2.3,2.7,20.9,122.7,97.3,30.7,0.64,0.336,0.327,9.7,21.1,16.3,14.4,2.1,3.1,15.3,28.1,5.3,2.9,8.2,0.278,6.9,1.2,8.1,minixri01
Rob Dillingham,Kentucky,SEC,FR,G,32,744.0,5.4,11.3,0.475,2.0,4.5,0.444,3.4,6.8,0.495,0.564,2.4,3.1,0.796,0.2,2.7,2.9,3.9,1.0,0.1,2.0,4.5,15.2,116.1,108.3,23.5,0.595,0.398,0.271,1.2,11.8,6.8,30.1,2.4,0.3,15.6,29.9,2.6,0.7,3.3,0.174,5.7,0.0,5.6,dilliro01
Rocco Zikarsky,Brisbane,Intl,FR,F,18,236.7,6.2,11.8,0.524,0.2,0.9,0.2,6.0,10.9,0.552,0.534,3.0,5.2,0.571,5.4,6.2,11.7,0.9,1.1,2.1,2.1,4.1,15.6,96.368,100.52,12.725,0.554,0.076,0.441,57.034,43.656,49.43,19.068,4.647,33.281,15.6,68.39,0.009,0.752,0.761,0.129,0.142,3.492,3.635,zikarro01
Ron Harper Jr.,Rutgers,B10,SR,F,32,1097.0,5.3,12.1,0.442,2.1,5.3,0.398,3.2,6.8,0.477,0.53,3.0,3.8,0.795,1.3,4.6,5.9,1.9,1.1,0.6,1.6,2.4,15.8,111.9,100.6,20.5,0.57,0.442,0.315,4.4,15.7,10.0,11.6,1.9,2.2,12.7,22.8,2.9,1.5,4.4,0.159,4.6,1.2,5.8,harpero02
Ron Holland,GLI,Other,FR,F,14,471.0,7.4,16.7,0.445,0.9,3.8,0.24,6.5,12.8,0.506,0.472,4.1,5.4,0.757,1.6,5.4,7.0,3.2,2.7,0.7,3.1,3.5,22.0,99.0,118.0,17.1,0.579,0.229,0.321,4.9,17.6,11.0,15.6,3.8,1.7,13.9,27.7,-0.6,0.4,-0.2,-0.018,0.0,0.0,0.0,hollaro01
Royce O'Neale,Baylor,B12,SR,F,33,1060.0,3.3,7.2,0.456,1.5,3.4,0.438,1.8,3.8,0.472,0.559,2.1,2.7,0.773,2.0,3.8,5.8,3.4,1.2,0.3,1.7,2.8,10.1,123.1,96.5,19.8,0.597,0.473,0.371,7.3,13.7,10.5,21.8,2.3,1.2,19.2,17.2,3.1,1.9,5.0,0.189,5.9,3.2,9.1,onealro01
Rudy Gobert,Cholet,Intl,FR,F,27,680.0,5.8,8.1,0.718,0.0,0.2,0.0,5.8,7.9,0.736,0.716,3.2,4.7,0.704,3.8,5.8,9.4,0.7,1.2,3.2,2.7,3.8,14.9,115.791,98.14,11.01,0.733,0.025,0.58,20.956,21.324,20.735,15.625,2.647,68.891,15.6,28.385,0.107,1.92,2.027,0.119,-0.184,2.206,2.022,goberru01
Rui Hachimura,Gonzaga,WCC,JR,F,37,1118.0,7.4,12.6,0.591,0.4,1.0,0.417,7.0,11.6,0.606,0.608,4.4,6.0,0.739,1.4,5.1,6.5,1.5,0.9,0.7,1.8,2.6,19.7,121.7,91.0,28.6,0.639,0.077,0.477,5.8,17.0,12.1,9.3,1.8,2.4,12.9,26.4,4.7,2.7,7.4,0.264,5.9,2.5,8.4,hachiru01
Russell Westbrook,UCLA,P10,SO,G,38,1284.0,4.7,10.1,0.462,0.6,2.0,0.32,4.0,8.1,0.497,0.493,2.8,3.9,0.709,1.6,2.4,3.9,4.3,1.6,0.2,2.5,2.9,12.7,109.0,92.7,25.5,0.533,0.197,0.386,5.9,8.4,7.1,24.0,2.9,0.6,19.9,22.5,2.0,3.3,5.3,0.161,3.1,3.5,6.6,westbru01
Ryan Dunn,Virginia,ACC,SO,C,34,933.0,3.4,6.1,0.548,0.2,1.0,0.2,3.1,5.1,0.618,0.565,1.2,2.3,0.532,2.2,4.7,6.9,0.8,1.3,2.3,0.8,3.0,8.1,111.6,88.5,22.0,0.564,0.168,0.37,9.6,20.8,15.1,6.0,3.0,10.4,11.6,17.0,1.6,2.6,4.2,0.179,1.1,5.2,6.4,dunnry01
Ryan Kalkbrenner,Creighton,BE,SR,C,35,1206.0,7.7,11.9,0.653,0.6,1.7,0.344,7.1,10.1,0.706,0.678,3.1,4.6,0.681,2.4,6.3,8.7,1.5,0.5,2.7,1.5,1.6,19.2,129.2,98.4,29.1,0.684,0.147,0.386,8.8,18.4,14.1,10.0,0.9,7.3,11.2,22.3,4.8,2.4,7.1,0.236,7.2,4.0,11.1,kalkbry01
Ryan Nembhard,Gonzaga,WCC,SR,G,35,1228.0,3.8,8.5,0.446,1.1,2.7,0.404,2.7,5.8,0.465,0.51,1.9,2.5,0.77,0.3,2.7,3.0,9.8,1.7,0.1,2.5,1.8,10.5,119.5,100.6,18.0,0.547,0.318,0.294,1.0,8.3,4.8,41.5,2.8,0.2,19.9,20.1,3.1,2.1,5.2,0.17,4.7,2.4,7.1,nembhry01
Ryan Rollins,Toledo,MAC,SO,G,33,1078.0,6.9,14.8,0.463,1.4,4.6,0.311,5.5,10.3,0.531,0.511,3.9,4.8,0.81,0.7,5.3,6.0,3.6,1.7,0.3,2.2,3.0,18.9,111.4,96.1,24.7,0.557,0.304,0.322,2.4,16.1,9.7,20.0,2.9,0.9,13.6,28.2,3.6,2.2,5.8,0.208,3.6,1.8,5.3,rolliry01
Saddiq Bey,Villanova,BE,SO,F,31,1051.0,5.6,11.8,0.477,2.5,5.6,0.451,3.1,6.2,0.5,0.584,2.3,2.9,0.769,1.3,3.5,4.7,2.4,0.8,0.4,1.5,2.9,16.1,119.0,100.0,21.6,0.608,0.477,0.248,4.5,11.3,8.0,14.9,1.4,1.1,11.8,22.0,3.6,1.4,4.9,0.188,5.8,1.5,7.3,beysa01
Sam Hauser,Virginia,ACC,SR,F,25,856.0,5.9,11.7,0.503,2.5,6.0,0.417,3.4,5.6,0.596,0.611,1.7,1.9,0.896,0.8,6.0,6.8,1.8,0.6,0.4,1.0,1.8,16.0,123.6,99.5,25.2,0.635,0.517,0.164,3.4,21.6,13.1,11.6,1.1,1.4,9.0,22.2,3.3,1.2,4.6,0.213,7.4,1.6,9.1,hausesa01
Sam Merrill,Utah St.,MWC,SR,G,32,1118.0,6.1,13.2,0.461,2.8,6.8,0.41,3.3,6.4,0.515,0.566,4.7,5.2,0.893,0.2,3.9,4.1,3.9,0.9,0.1,1.6,2.6,19.7,125.9,96.8,25.0,0.625,0.513,0.397,0.6,12.0,6.6,24.0,1.5,0.4,10.9,24.1,5.2,2.0,7.1,0.255,7.3,1.8,9.2,merrisa01
Sandro Mamukelashvili,Seton Hall,BE,SR,F,27,961.0,6.2,14.3,0.434,1.6,4.6,0.336,4.7,9.7,0.481,0.488,3.5,4.9,0.714,1.9,5.7,7.6,3.2,1.1,0.6,3.3,2.0,17.5,100.6,100.5,20.2,0.525,0.323,0.344,6.1,18.5,12.4,20.6,1.8,1.7,19.0,28.6,1.8,1.3,3.1,0.127,4.4,1.0,5.4,mamuksa01
Santi Aldama,Loyola MD,Pat,SO,C,17,595.0,7.9,15.5,0.513,1.9,5.1,0.368,6.1,10.4,0.585,0.574,3.5,5.1,0.686,1.8,8.3,10.1,2.3,1.0,1.7,3.2,2.2,21.2,109.0,93.6,28.6,0.594,0.331,0.327,6.1,27.9,16.9,15.5,1.7,5.6,18.2,29.4,1.9,1.2,3.1,0.208,6.0,1.7,7.7,aldamsa01
Scoot Henderson,GLI ,Other,FR,G,19,584.0,7.1,16.5,0.429,0.9,3.1,0.275,6.2,13.4,0.465,0.455,2.6,3.4,0.764,1.2,5.1,6.3,7.6,1.2,0.6,4.1,3.8,19.4,98.0,122.0,13.5,0.537,0.19,0.205,3.8,15.4,9.6,33.0,1.7,1.6,18.7,27.4,-1.0,0.4,-0.7,-0.054,0.0,0.0,0.0,hendesc01
Scottie Barnes,Florida St.,ACC,FR,G,24,595.0,4.1,8.1,0.503,0.5,1.7,0.275,3.6,6.5,0.561,0.531,1.7,2.8,0.621,1.5,2.5,4.0,4.1,1.5,0.5,2.5,3.5,10.3,107.5,97.4,21.4,0.548,0.205,0.338,7.4,11.0,9.3,31.6,3.4,2.1,22.4,25.3,1.5,1.0,2.4,0.164,4.1,3.1,7.2,barnesc01
Scotty Pippen Jr.,Vanderbilt,SEC,JR,G,36,1190.0,6.2,14.9,0.416,1.8,5.5,0.325,4.4,9.5,0.469,0.476,6.2,8.3,0.749,0.8,2.7,3.6,4.3,1.9,0.2,3.4,3.0,20.4,104.9,97.6,24.0,0.541,0.366,0.556,2.9,9.7,6.3,32.6,3.4,0.6,17.1,34.4,3.6,1.9,5.5,0.185,5.3,2.1,7.3,pippesc02
Shai Gilgeous-Alexander,Kentucky,SEC,FR,G,37,1248.0,4.9,10.2,0.485,0.6,1.5,0.404,4.3,8.6,0.5,0.516,3.9,4.7,0.822,0.9,3.2,4.1,5.1,1.6,0.5,2.7,2.0,14.4,114.1,100.8,21.2,0.579,0.151,0.462,3.2,10.0,6.8,28.8,2.8,1.7,19.8,22.8,3.3,1.9,5.2,0.167,5.0,3.1,8.1,gilgesh01
Sharife Cooper,Auburn,SEC,FR,G,12,397.0,6.0,15.3,0.391,1.1,4.8,0.228,4.9,10.6,0.465,0.427,7.1,8.6,0.825,0.7,3.6,4.2,8.1,1.0,0.2,4.2,3.2,20.2,107.5,105.5,22.9,0.52,0.31,0.56,2.2,11.3,6.9,51.9,1.6,0.7,19.9,34.4,1.4,0.3,1.7,0.174,4.1,-1.0,3.1,coopesh01
Sidy Cissoko,GLI,Other ,FR,F,28,821.0,5.3,11.6,0.457,1.4,4.5,0.304,3.9,7.1,0.552,0.515,2.1,3.3,0.645,1.0,2.5,3.5,4.3,1.4,1.2,2.4,4.1,15.7,105.0,123.0,12.7,0.601,0.385,0.287,3.1,7.5,5.3,17.5,2.0,3.2,15.3,19.2,-0.3,0.5,0.1,0.008,0.0,0.0,0.0,cissosi01
Simone Fontecchio,Baskonia,Intl,FR,F,33,935.6,6.9,14.8,0.465,3.0,7.4,0.41,3.8,7.3,0.519,0.568,2.7,3.2,0.851,1.4,4.7,6.2,2.7,0.9,0.7,2.8,3.0,19.4,102.062,102.99,10.6,0.598,0.5,0.216,6.858,15.35,12.149,52.529,1.764,9.138,15.6,37.247,0.054,2.419,2.473,0.106,1.424,0.548,1.972,fontesi01
Sion James,Duke,ACC,JR,F,39,996.0,2.9,5.6,0.516,0.8,1.9,0.413,2.1,3.6,0.57,0.588,2.1,2.6,0.81,0.7,3.4,4.2,2.9,0.8,0.3,1.2,3.2,8.6,127.8,95.5,17.9,0.635,0.346,0.461,3.7,14.2,9.5,18.9,1.9,1.1,16.6,17.1,2.9,2.2,5.1,0.203,3.9,4.0,7.9,jamessi01
Spencer Jones,Stanford,P12,SR,F,25,726.0,4.0,9.0,0.438,2.2,5.3,0.409,1.8,3.8,0.479,0.558,1.6,2.5,0.645,1.2,2.9,4.1,2.0,1.4,0.8,1.3,3.3,11.7,110.5,104.3,17.3,0.572,0.584,0.274,4.9,11.2,8.2,12.7,2.8,2.8,13.0,19.8,1.3,0.9,2.3,0.124,3.4,2.3,5.7,jonessp01
Stephen Curry,Davidson,SC,JR,G,33,1116.0,9.2,20.2,0.454,3.8,9.9,0.388,5.3,10.3,0.518,0.549,6.4,7.3,0.88,0.6,3.9,4.5,5.4,2.3,0.2,3.8,2.8,28.6,118.0,89.1,24.5,0.605,0.489,0.361,1.8,12.3,6.9,39.8,3.9,0.7,16.6,37.5,6.4,3.6,9.9,0.348,10.8,4.5,15.3,curryst01
Stephon Castle,Connecticut,BE,FR,F,34,916.0,4.0,8.5,0.472,0.6,2.2,0.267,3.4,6.3,0.544,0.507,2.4,3.2,0.755,1.7,3.0,4.7,2.9,0.8,0.5,1.5,3.6,11.1,116.9,98.0,19.0,0.551,0.259,0.379,7.8,12.0,10.1,18.4,1.8,2.1,15.0,22.4,2.5,1.7,4.3,0.186,3.1,2.4,5.5,castlst01
Steven Adams,Pittsburgh,BE,FR,C,32,749.0,3.1,5.5,0.571,0.0,0.0,0.0,3.1,5.5,0.571,0.571,1.0,2.2,0.443,2.8,3.5,6.3,0.6,0.7,2.0,1.1,2.8,7.2,109.7,86.5,23.2,0.555,0.0,0.4,15.3,19.1,18.0,5.4,1.9,11.2,16.9,18.0,1.6,1.9,3.5,0.185,3.4,3.7,7.1,adamsst01
Svi Mykhailiuk,Ukraine,Intl,FR,F,4,36.7,2.4,13.3,0.182,1.2,7.2,0.167,1.2,6.1,0.2,0.226,2.4,6.1,0.4,3.7,2.4,6.1,2.4,1.2,0.0,7.2,4.9,8.4,36.232,104.45,6.975,0.263,0.541,0.459,56.01,24.22,36.936,98.361,7.266,0.0,15.6,140.381,-0.545,0.152,-0.393,-0.429,-1.08,1.158,0.078,mykhasv01
T.J. McConnell,Arizona,P12,SR,G,38,1158.0,4.1,8.2,0.498,0.7,2.1,0.321,3.4,6.2,0.557,0.538,1.5,1.8,0.829,0.7,3.2,3.8,6.3,2.2,0.1,2.1,2.3,10.4,118.3,87.3,22.9,0.57,0.249,0.224,2.8,12.5,7.8,39.0,4.3,0.3,19.3,20.7,3.5,3.0,6.5,0.224,5.5,5.7,11.2,mccontj01
Taelon Peter,Liberty,CUSA,SR,F,32,725.0,4.6,7.9,0.575,2.2,4.8,0.458,2.3,3.1,0.758,0.715,2.0,2.6,0.771,0.3,3.7,4.0,1.0,0.9,0.1,0.6,3.7,13.7,132.3,96.3,27.2,0.728,0.588,0.327,1.4,18.3,10.6,9.9,2.3,0.4,8.1,20.8,3.3,2.0,5.3,0.266,7.0,2.2,9.1,peterta01
Tari Eason,LSU,SEC,SO,F,33,806.0,5.8,11.1,0.521,0.8,2.4,0.359,4.9,8.7,0.564,0.559,4.6,5.7,0.803,2.3,4.3,6.6,1.0,2.0,1.2,2.2,4.5,16.9,115.7,82.1,33.4,0.615,0.214,0.515,10.5,19.8,15.2,10.1,4.6,6.5,16.5,30.8,3.4,2.5,5.9,0.294,8.5,5.1,13.5,easonta01
Taurean Prince,Baylor,B12,SR,F,33,1017.0,5.5,12.9,0.431,1.6,4.5,0.361,3.9,8.4,0.468,0.493,3.3,4.3,0.769,2.3,3.6,5.9,2.3,1.2,0.7,2.7,3.3,16.0,107.2,102.8,20.8,0.537,0.339,0.336,8.9,14.7,12.0,15.4,2.3,2.7,18.9,27.2,2.4,1.4,3.8,0.148,4.9,0.9,5.7,princta02
Taylor Hendricks,UCF,Amer,FR,F,34,1178.0,5.4,11.3,0.478,1.8,4.6,0.394,3.6,6.8,0.535,0.557,2.5,3.2,0.782,2.4,4.6,7.0,1.4,0.9,1.7,1.4,2.3,15.1,119.9,96.0,22.5,0.589,0.403,0.286,8.1,16.2,12.1,8.6,1.6,5.9,12.1,20.4,3.5,2.2,5.7,0.195,4.9,2.2,7.1,hendrta01
Terance Mann,Florida St.,ACC,SR,F,37,1174.0,4.0,7.9,0.505,0.8,2.1,0.39,3.2,5.8,0.547,0.557,2.6,3.4,0.79,2.5,4.0,6.5,2.5,0.7,0.3,1.8,2.8,11.4,119.6,98.9,18.9,0.603,0.265,0.426,9.1,14.3,11.7,15.6,1.2,1.2,17.3,18.4,3.2,1.9,5.1,0.174,4.4,2.2,6.6,mannte01
Terrence Shannon Jr.,Illinois,B10,SR,F,32,1080.0,6.8,14.4,0.475,2.4,6.7,0.362,4.4,7.8,0.573,0.559,6.9,8.6,0.801,0.8,3.2,4.0,2.3,1.0,0.9,2.0,2.6,23.0,124.8,104.8,26.9,0.621,0.462,0.599,2.7,10.0,6.4,13.2,1.7,2.3,12.1,27.9,5.0,1.3,6.4,0.235,8.8,1.8,10.6,shannte01
Terry Rozier,Louisville,ACC,SO,G,36,1260.0,5.9,14.5,0.411,1.3,4.4,0.306,4.6,10.1,0.456,0.457,3.9,4.9,0.79,1.2,4.4,5.6,3.0,2.0,0.2,2.2,2.0,17.1,105.9,89.6,22.1,0.509,0.301,0.338,3.8,13.9,8.8,19.7,3.5,0.5,14.1,26.8,3.0,3.0,6.0,0.191,4.4,4.1,8.5,roziete01
Thanasis Antetokounmpo,Greece,Intl,FR,F,5,68.9,7.8,14.2,0.545,1.9,5.1,0.375,5.8,9.0,0.643,0.616,1.9,3.9,0.5,1.9,2.6,4.6,3.2,1.3,1.3,2.6,9.0,19.3,104.234,103.91,18.142,0.606,0.359,0.275,19.15,17.47,18.545,56.338,5.241,17.591,15.6,74.649,0.068,0.302,0.371,0.215,1.298,1.198,2.495,antetth01
Thomas Bryant,Indiana,B10,SO,C,34,954.0,4.4,8.4,0.519,0.7,1.8,0.383,3.7,6.6,0.556,0.56,3.2,4.4,0.73,2.2,4.4,6.6,1.5,0.8,1.5,2.3,4.4,12.6,112.0,101.0,21.6,0.601,0.211,0.519,9.7,17.2,13.7,9.8,1.6,5.7,20.9,22.3,2.4,1.4,3.8,0.159,3.2,2.1,5.3,bryanth01
Tim Hardaway Jr.,Michigan,B10,JR,F,37,1293.0,5.2,12.2,0.429,1.8,5.1,0.358,3.4,7.0,0.481,0.504,2.0,2.8,0.695,0.2,4.3,4.5,2.4,0.7,0.5,1.9,2.2,14.2,104.9,99.6,17.7,0.527,0.424,0.233,0.8,14.5,8.4,12.9,1.2,1.4,15.0,22.3,2.8,1.7,4.5,0.136,3.2,1.2,4.3,hardati02
Tobias Harris,Tennessee,SEC,FR,C,34,993.0,5.4,11.8,0.46,0.7,2.2,0.303,4.8,9.6,0.497,0.489,3.8,5.0,0.753,2.0,5.3,7.3,1.3,0.7,0.9,1.8,2.8,15.3,109.5,97.8,23.8,0.54,0.189,0.423,7.5,20.6,14.0,10.4,1.4,3.4,14.3,25.9,2.9,1.5,4.4,0.177,5.3,1.4,6.7,harrito02
