Name,Team,Conf,Class,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORTG,DRTG,TS%,FTr,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,BPM,PER ,3PAr,PProd,TRB%,OWS,DWS,WS,WS/40
Brook Lopez,Stanford,P10,SO,C,27,830,6.8,14.6,0.468,0,0.2,0,6.8,14.3,0.475,0.468,5.7,7.2,0.789,2.9,5.3,8.2,1.4,0.6,2.1,2.1,3.2,19.3,110.6,90,0.537,0.494,11.1,19.3,11.3,1.2,6.8,13.5,32,7.4,3.7,11.1,23.5,0.031,505,15.3,2,3.5,5.4,0.261
Caleb Love,Arizona,B12,SR,G,37,1261,5.8,14.5,0.398,2.6,7.8,0.34,3.1,6.8,0.464,0.489,3,3.4,0.889,0.4,4.1,4.4,3.4,1.2,0.3,1.9,1.4,17.2,112.6,105.8,0.534,0.234,1.2,12.6,18.2,1.9,0.9,13.5,24,5,1.2,6.2,17.7,0.535,598,7.2,2.8,1.6,4.4,0.14
Kevin Love,UCLA,P10,FR,F,38,1126,5.8,10.4,0.556,0.8,2.2,0.354,5,8.3,0.608,0.592,5.1,6.6,0.769,3.6,7,10.6,1.9,0.7,1.4,2,2.6,17.5,127,85.7,0.642,0.634,15.3,28.6,13.8,1.5,5,14.8,27.2,10.7,3.9,14.6,25.5,0.202,610,22.1,5.6,5.7,11.3,0.391
Khaman Maluach,Duke,ACC,FR,C,39,828,3.5,4.9,0.712,0.1,0.4,0.25,3.4,4.5,0.754,0.723,1.5,2,0.766,2.7,3.8,6.6,0.5,0.2,1.3,0.8,3.9,8.6,143.1,93.1,0.736,0.403,16.5,19.2,4.3,0.6,6.8,13,16.8,5.8,2.9,8.7,25.5,0.084,331,18,3.4,2,5.4,0.26
Sandro Mamukelashvili,Seton Hall,BE,SR,F,27,961,6.2,14.3,0.434,1.6,4.6,0.336,4.7,9.7,0.481,0.488,3.5,4.9,0.714,1.9,5.7,7.6,3.2,1.1,0.6,3.3,2,17.5,100.6,100.5,0.525,0.344,6.1,18.5,20.6,1.8,1.7,19,28.6,4.4,1,5.4,20.2,0.323,470,12.4,1.8,1.3,3.1,0.127
Terance Mann,Florida St.,ACC,SR,F,37,1174,4,7.9,0.505,0.8,2.1,0.39,3.2,5.8,0.547,0.557,2.6,3.4,0.79,2.5,4,6.5,2.5,0.7,0.3,1.8,2.8,11.4,119.6,98.9,0.603,0.426,9.1,14.3,15.6,1.2,1.2,17.3,18.4,4.4,2.2,6.6,18.9,0.265,450,11.7,3.2,1.9,5.1,0.174
Tre Mann,Florida,SEC,SO,F,24,766,5.5,12.1,0.459,1.9,4.7,0.402,3.7,7.4,0.494,0.536,3.1,3.7,0.831,0.7,5,5.6,3.5,1.4,0.2,2.8,3,16,109.9,98.2,0.579,0.307,2.6,17.1,22.3,2.4,0.6,19.6,25.9,4.6,1.7,6.3,21.1,0.386,382,10.2,2.2,1.2,3.3,0.172
Lauri Markkanen,Arizona,P12,FR,F,37,1140,5,10.2,0.492,1.9,4.4,0.423,3.1,5.8,0.545,0.584,3.7,4.4,0.835,2.4,4.8,7.2,0.9,0.4,0.5,1.1,2.6,15.6,130.1,99.1,0.635,0.436,10,17.5,5.6,0.8,1.8,9.8,21.5,7.6,0.9,8.6,25,0.434,534,14,4.8,1.8,6.7,0.235
Naji Marshall,Xavier,BE,JR,F,31,1104,6.1,13.8,0.445,1.4,5,0.286,4.7,8.8,0.535,0.496,3.2,4.5,0.71,1.1,5.2,6.3,4,1.3,0.4,3.4,3,16.8,100.6,95.5,0.53,0.323,3.5,15.9,24.1,2,1.3,20.4,26.6,3,2.8,5.9,18.7,0.361,512,9.7,1.9,1.9,3.9,0.14
Alijah Martin,Florida,SEC,SR,G,38,1155,5,11,0.452,2.1,5.9,0.35,2.9,5.1,0.573,0.547,2.3,3.1,0.761,1.2,3.3,4.5,2.2,1.5,0.2,1.4,1.9,14.4,121.3,99.9,0.577,0.28,4.5,10.8,12.3,2.7,0.6,13.1,20.6,5.4,3.1,8.5,19.4,0.541,509,7.8,3.3,2.1,5.3,0.184
Caleb Martin,Nevada,MWC,SR,F,34,1161,5.9,14.5,0.409,3.1,9.3,0.338,2.8,5.1,0.537,0.517,4.3,5.8,0.732,0.9,4.3,5.1,2.8,1.4,0.8,1.9,2.9,19.2,111.5,93.9,0.558,0.402,2.9,13.5,16.2,2.4,2.6,11.5,26.6,5.6,2.2,7.7,22.7,0.644,613,8.3,3.4,2.4,5.9,0.202
Cody Martin,Nevada,MWC,SR,G,34,1171,4.4,8.8,0.507,1,2.8,0.358,3.4,6,0.576,0.564,2.2,2.9,0.763,0.9,3.5,4.4,4.9,1.4,0.7,1.9,2.9,12.1,119,95.3,0.596,0.326,3,11.1,25.6,2.2,2.3,16.7,18.4,3.1,3,6.1,19.1,0.318,458,7.2,3.1,2.3,5.4,0.185
Tyrese Martin,Connecticut,BE,SR,F,29,930,5,11.1,0.449,1.5,3.4,0.43,3.5,7.6,0.457,0.516,2.1,3.1,0.689,2.3,5.2,7.5,1.9,0.8,0.5,1.8,2.6,13.6,111.5,96.4,0.54,0.28,8.1,17.9,12.1,1.5,1.6,15.7,21.9,4.5,0.9,5.4,19.5,0.312,377,13,2.3,1.6,3.9,0.168
Bennedict Mathurin,Arizona,P12,SO,F,37,1201,5.9,13.1,0.451,2.2,6,0.372,3.6,7,0.519,0.537,3.7,4.8,0.764,1.4,4.2,5.6,2.5,1,0.3,1.8,2.3,17.7,116.9,95.7,0.577,0.369,5.1,12.6,13.8,1.6,0.8,12.9,23.5,5.7,1,6.7,21.1,0.465,600,9.3,4,2.2,6.2,0.205
Tyrese Maxey,Kentucky,SEC,FR,G,31,1068,4.8,11.3,0.427,1.1,3.6,0.292,3.8,7.7,0.492,0.474,3.2,3.9,0.833,0.4,3.9,4.3,3.1,0.9,0.4,2.2,2.8,14,104.7,98.3,0.531,0.342,1.4,12.1,18.3,1.5,1.3,16.6,22.1,1.9,1.5,3.4,16.3,0.322,424,7.3,2.1,1.5,3.6,0.134
Miles McBride,West Virginia,B12,SO,G,29,991,5.4,12.5,0.43,1.6,3.8,0.414,3.8,8.7,0.437,0.493,3.4,4.2,0.813,1.2,2.7,3.9,4.9,1.9,0.3,1.8,2,15.8,117.9,101.2,0.543,0.339,3.7,9.2,28.6,3.2,1,13.2,23,6.3,2.6,8.8,22.8,0.305,474,6.3,3.4,1.2,4.7,0.189
Jared McCain,Duke,ACC,FR,F,36,1137,4.9,10.5,0.462,2.4,5.8,0.414,2.4,4.7,0.521,0.577,2.1,2.4,0.885,0.8,4.2,5,1.8,1.1,0.1,1.3,2,14.3,122,99.9,0.611,0.23,3,15.3,10.7,2,0.3,12.2,19.7,5.5,2,7.6,19.4,0.554,461,9.3,3.3,1.9,5.2,0.182
Mac McClung,Texas Tech,B12,JR,G,29,878,5.1,12.2,0.419,1.6,4.8,0.341,3.5,7.4,0.47,0.486,3.7,4.7,0.793,0.4,2.3,2.7,2.1,0.8,0.3,1.9,2.6,15.5,107.7,97.5,0.539,0.382,1.6,9.1,15.1,1.6,1.3,14.2,25.9,3.7,1.1,4.8,18.9,0.388,409,5.3,2.3,1.4,3.7,0.169
T.J. McConnell,Arizona,P12,SR,G,38,1158,4.1,8.2,0.498,0.7,2.1,0.321,3.4,6.2,0.557,0.538,1.5,1.8,0.829,0.7,3.2,3.8,6.3,2.2,0.1,2.1,2.3,10.4,118.3,87.3,0.57,0.224,2.8,12.5,39,4.3,0.3,19.3,20.7,5.5,5.7,11.2,22.9,0.249,476,7.8,3.5,3,6.5,0.224
Kevin McCullar Jr.,Kansas,B12,SR,F,25,856,6,13.4,0.449,1.5,4.5,0.339,4.5,9,0.504,0.506,4.6,5.7,0.81,0.8,5.2,6,4.1,1.5,0.4,2.5,2.3,18.3,107.5,100.1,0.564,0.423,2.8,15.7,21.8,2.4,1.1,15.1,27.1,3.9,2.3,6.2,21.1,0.334,459,10.1,2,1.6,3.6,0.161
Jaden McDaniels,Washington,P12,FR,F,31,962,4.4,10.8,0.405,1.4,4.1,0.339,3,6.7,0.445,0.469,2.8,3.7,0.763,1.1,4.7,5.8,2.1,0.8,1.3,3.2,4.3,13,91.9,94.5,0.515,0.339,4.4,15.7,14.4,1.4,4.4,23.4,25.2,-0.3,1.7,1.5,14.6,0.378,394,10.6,0.6,1.7,2.3,0.096
Doug McDermott,Creighton,BE,SR,F,35,1181,9.4,17.9,0.526,2.7,6.1,0.449,6.7,11.8,0.567,0.603,5.1,5.9,0.864,1.6,5.3,7,1.6,0.2,0.1,1.8,2.3,26.7,124.4,104.8,0.644,0.329,6.4,17.8,11.5,0.4,0.5,9.8,32.8,11.1,-0.9,10.2,32.8,0.341,788,12.6,6.3,1.4,7.7,0.261
Bryce McGowens,Nebraska,B10,FR,F,31,1032,5.2,12.8,0.403,1.3,4.7,0.274,3.9,8.1,0.478,0.453,5.2,6.3,0.831,0.7,4.5,5.2,1.4,0.7,0.3,2.1,2.4,16.8,100.1,108.8,0.533,0.491,2.4,14.6,8.6,1.2,1,13.4,26.2,2.2,-1.3,0.8,16.9,0.368,486,8.7,1.6,0.6,2.2,0.086
Jordan McLaughlin,USC,P12,SR,G,36,1270,4.4,9.8,0.449,1.5,3.8,0.397,2.9,6.1,0.482,0.525,2.4,3.3,0.746,0.7,2.9,3.7,7.8,2,0.2,2.6,1.2,12.8,116.7,101.9,0.561,0.333,2.5,9.9,38.5,3.3,0.7,18.9,22.4,4.9,2.2,7.1,21.3,0.384,567,6.1,3.6,1.8,5.3,0.168
Liam McNeeley,Connecticut,BE,FR,F,27,867,4.4,11.5,0.381,1.7,5.4,0.317,2.7,6.1,0.436,0.455,4.1,4.7,0.866,0.9,5,6,2.3,0.6,0.2,1.9,2.5,14.5,109.5,105.6,0.529,0.41,3.7,18.7,13.1,1.1,0.8,14.8,24.2,2.1,0,2.1,16.1,0.468,370,11.5,1.8,1.1,2.9,0.132
De'Anthony Melton,USC,P12,FR,G,36,972,2.8,6.4,0.437,0.6,2.1,0.284,2.2,4.4,0.51,0.483,2.1,3,0.706,1.4,3.3,4.7,3.5,1.9,1,1.8,3.3,8.3,108,99.2,0.53,0.472,6,13.6,22.5,4.1,3.9,19.7,19.1,2.2,4.1,6.3,19.2,0.32,351,9.9,1.7,1.5,3.2,0.133
Sam Merrill,Utah St.,MWC,SR,G,32,1118,6.1,13.2,0.461,2.8,6.8,0.41,3.3,6.4,0.515,0.566,4.7,5.2,0.893,0.2,3.9,4.1,3.9,0.9,0.1,1.6,2.6,19.7,125.9,96.8,0.625,0.397,0.6,12,24,1.5,0.4,10.9,24.1,7.3,1.8,9.2,25,0.513,575,6.6,5.2,2,7.1,0.255
Khris Middleton,Texas A&M,B12,JR,F,19,552,5.1,12.3,0.41,1,3.9,0.257,4.1,8.4,0.481,0.451,2.1,2.7,0.75,1.4,3.7,5.1,2.2,0.9,0.3,2.2,2.7,13.2,96,96.8,0.483,0.222,5.7,15.8,19,2.1,1.1,16.5,28.6,3.9,1.5,5.4,18.9,0.313,251,11,0.7,0.9,1.6,0.114
Brandon Miller,Alabama,SEC,FR,F,37,1208,6,13.9,0.43,2.9,7.5,0.384,3.1,6.5,0.483,0.533,3.9,4.6,0.859,2.1,6.2,8.2,2.1,0.9,0.9,2.2,2.9,18.8,117,91,0.583,0.329,6.7,17.7,12.7,1.5,2.4,14.7,25,7.3,3.6,11,23.4,0.535,645,12.6,4.1,2.9,7,0.23
Emanuel Miller,TCU,B12,SR,F,34,1110,5.6,11.4,0.486,0.9,2.4,0.383,4.6,9.1,0.513,0.526,3.8,4.6,0.815,2.2,3.9,6.1,2.5,1.1,0.4,1.5,1.9,15.8,121.1,102.5,0.579,0.404,7.6,14.3,14.7,1.9,1.4,11.9,21.8,5.3,1.1,6.4,21.4,0.208,519,10.9,3.5,1.6,5.1,0.185
Jordan Miller,Miami FL,ACC,SR,F,37,1291,5.9,10.8,0.545,0.9,2.5,0.352,5,8.4,0.602,0.585,2.6,3.4,0.784,2.1,4.2,6.2,2.7,1.2,0.4,1.3,2,15.3,127.2,105,0.616,0.313,7.2,14,14.1,2,1.3,11.1,20,5.8,1.1,6.9,23,0.228,563,10.7,4.7,1.3,6,0.186
Riley Minix,Morehead St.,OVC,SR,F,31,1048,7.8,14.3,0.545,1.7,4.9,0.342,6.1,9.4,0.651,0.604,3.9,4.7,0.828,3,6.6,9.7,2.2,1.3,1,2.3,2.7,20.9,122.7,97.3,0.64,0.327,9.7,21.1,14.4,2.1,3.1,15.3,28.1,6.9,1.2,8.1,30.7,0.336,680,16.3,5.3,2.9,8.2,0.278
Josh Minott,Memphis,Amer,FR,C,33,484,2.5,4.8,0.522,0.1,0.4,0.143,2.5,4.4,0.559,0.528,1.5,2,0.754,1.6,2.2,3.8,0.9,0.8,0.7,0.9,4.8,6.6,114.5,92.9,0.571,0.409,12.8,15.7,12.8,3.1,5.4,16.5,21.7,3.7,3.1,6.8,23.7,0.088,215,14.4,1.4,1,2.4,0.199
Yves Missi,Baylor,B12,FR,C,33,758,4.1,6.7,0.613,0,0,0,4.1,6.7,0.613,0.613,2.5,4.1,0.619,2.6,3,5.6,0.4,0.6,1.5,1.1,4.2,10.7,120.3,102.4,0.621,0.604,14.4,16.3,3.5,1.4,7.1,13.9,21.9,4.1,1.7,5.8,24.7,0,346,15.5,2.6,1.2,3.7,0.191
Ajay Mitchell,UC Santa Barbara,BW,JR,G,27,851,6.7,13.7,0.491,1.1,3,0.375,5.6,10.8,0.522,0.531,5.7,6.6,0.86,0.2,3.8,4,4,1.2,0.4,2.6,3.3,20,113.4,105.5,0.6,0.48,0.9,13,28.7,2.1,1.3,15.6,31.1,4.6,0.2,4.7,25.7,0.217,561,7.7,3.4,1.1,4.5,0.198
Davion Mitchell,Baylor,B12,JR,G,30,974,5.3,10.3,0.511,2.1,4.7,0.447,3.2,5.6,0.565,0.613,1.4,2.2,0.652,0.5,2.2,2.7,5.5,1.9,0.4,2.4,2.9,14.1,122.1,95.1,0.62,0.214,1.7,8.1,28.3,3.4,1.3,20.1,21.6,6.3,3.2,9.5,21.8,0.456,442,4.8,3.5,1.9,5.2,0.215
Evan Mobley,USC,P12,FR,C,33,1120,6,10.3,0.578,0.4,1.2,0.3,5.6,9.1,0.615,0.595,4.1,5.8,0.694,2.7,5.9,8.7,2.4,0.8,2.8,2.2,2.1,16.4,119.4,90.4,0.624,0.566,9.7,18.8,14.1,1.4,8.7,16.6,23.4,7.3,5.3,12.6,29.1,0.117,532,14.5,4.3,2.6,6.9,0.248
Jonathan Mogbo,San Francisco,WCC,JR,C,33,955,6,9.6,0.625,0,0.1,0,6,9.5,0.629,0.625,2.2,3.1,0.696,3.4,6.8,10.2,3.6,1.6,0.8,1.8,3.6,14.2,128,91,0.639,0.322,14.3,29.6,24.3,3.2,3.4,14.7,24.5,6.5,4,10.5,31.2,0.006,533,22,4.4,2.6,6.9,0.283
Malik Monk,Kentucky,SEC,FR,G,38,1218,6.6,14.7,0.45,2.7,6.9,0.397,3.9,7.8,0.497,0.543,3.9,4.7,0.822,0.3,2.2,2.5,2.3,0.9,0.5,2,2.4,19.8,115.7,99.9,0.586,0.323,1.1,7.2,13.3,1.6,1.5,13.3,25.1,6,1.8,7.9,21.5,0.47,660,4.2,3.9,1.9,5.8,0.189
Moses Moody,Arkansas,SEC,FR,F,32,1082,5.2,12.1,0.427,1.8,5.1,0.358,3.3,7,0.478,0.503,4.7,5.8,0.812,2,3.8,5.8,1.6,1,0.7,1.6,2.7,16.8,116,97.4,0.568,0.482,6.3,11.8,8,1.6,2,11.8,21.6,4.5,1.6,6.1,20.4,0.42,511,9,3.4,1.8,5.2,0.193
Wendell Moore Jr.,Duke,ACC,JR,G,39,1324,4.8,9.6,0.5,1.3,3.2,0.413,3.5,6.4,0.544,0.569,2.4,3,0.805,1.2,4.1,5.3,4.4,1.4,0.2,1.9,1.9,13.4,121.1,100.4,0.605,0.314,4.3,12.4,21.7,2.3,0.6,16.6,20.3,5.4,1.9,7.3,21.4,0.335,556,8.7,4.3,1.9,6.2,0.186
Ja Morant,Murray St.,OVC,SO,G,31,1135,8.1,16.4,0.492,1.8,4.9,0.368,6.3,11.5,0.545,0.547,6.8,8.4,0.815,1.2,4.5,5.7,9.9,1.8,0.8,5.2,1.6,24.5,115.6,97,0.608,0.51,4.1,12.6,51.4,2.4,2.2,22,36,8.3,1.7,10,31.6,0.296,913,8.6,5.8,2.4,8.2,0.273
Monté Morris,Iowa St.,B12,SO,G,34,1153,4.6,9,0.507,0.9,2.4,0.395,3.6,6.6,0.547,0.559,1.9,2.5,0.753,0.7,2.7,3.4,5.2,1.9,0.4,1.1,1.6,11.9,126.2,99,0.586,0.278,2.5,8.6,27.4,3.2,1.3,10.7,17.7,5.6,3.6,9.2,24.7,0.308,645,7.6,4.8,1.7,6.5,0.21
Trey Murphy III,Virginia,ACC,JR,F,25,739,3.8,7.6,0.503,2.1,4.8,0.433,1.8,2.8,0.62,0.639,1.5,1.6,0.927,0.6,2.8,3.4,1.2,0.8,0.4,0.8,2.7,11.3,127.9,101,0.67,0.215,2.8,11.7,8.2,1.8,1.8,9.8,17.3,5.3,2,7.2,20.9,0.628,248,7.6,2.5,0.9,3.5,0.189
Dejounte Murray,Washington,P12,FR,G,34,1139,5.9,14.3,0.416,1,3.5,0.288,4.9,10.8,0.457,0.451,3.2,4.9,0.663,1.4,4.6,6,4.5,1.8,0.3,3.2,3.2,16.1,97.8,100.8,0.485,0.342,4.1,13.7,25.7,2.8,0.8,19,26,1.6,1.2,2.9,16.8,0.243,565,8.8,1.2,1.6,2.8,0.099
Jamal Murray,Kentucky,SEC,FR,F,36,1267,6.8,14.9,0.454,3.1,7.7,0.408,3.6,7.2,0.502,0.559,3.3,4.2,0.783,1.5,3.7,5.2,2.2,1,0.3,2.3,2.4,20,118,101.1,0.59,0.283,4.9,11.1,12.1,1.6,0.9,15.3,25.4,8,0.9,8.9,22.7,0.515,649,8.2,4.4,1.7,6.1,0.193
Keegan Murray,Iowa,B10,SO,F,35,1116,8.8,15.8,0.554,1.9,4.7,0.398,6.9,11.1,0.621,0.614,4.1,5.4,0.747,2.9,5.8,8.7,1.5,1.3,1.9,1.1,2.3,23.5,131.2,95.9,0.638,0.343,9.8,20.2,10.1,2.3,6.4,7.1,28.1,12.6,2.4,15,37.8,0.3,724,14.9,6.6,2,8.7,0.311
Kris Murray,Iowa,B10,JR,F,29,1009,7.5,15.7,0.476,2.3,6.8,0.335,5.2,8.9,0.583,0.548,3,4.1,0.729,2.8,5.2,7.9,2,1,1.2,1.5,2.4,20.2,118.5,104.5,0.572,0.259,8.5,17.8,11.7,1.7,3.4,9.5,25.6,7.9,0.1,8,25.9,0.432,535,12.9,3.6,1.1,4.7,0.187
Collin Murray-Boyles,South Carolina,SEC,SO,F,32,980,6.2,10.6,0.586,0.3,1.1,0.265,5.9,9.5,0.622,0.599,4.2,5.9,0.707,2.2,6,8.2,2.4,1.5,1.3,2.4,3.3,16.8,115.8,99.1,0.63,0.556,8.8,23.8,21.1,2.9,4.7,17.6,27,6.6,4.6,11.1,27.8,0.101,513,16.3,3.1,1.8,4.9,0.2
Pete Nance,North Carolina,ACC,SR,F,30,906,3.3,7.7,0.422,1.1,3.3,0.32,2.2,4.4,0.5,0.491,2.4,2.9,0.816,1.2,4.8,6,1.7,0.4,1.1,1.7,3.1,10,106.2,100.5,0.547,0.375,4.3,17.7,10.3,0.7,3.7,17.9,17.7,1.3,2.3,3.6,14.6,0.431,296,11,1.3,1.3,2.6,0.115
Larry Nance Jr.,Wyoming,MWC,SR,F,29,1012,6.1,12,0.507,0.5,1.4,0.341,5.6,10.6,0.529,0.527,3.9,5,0.785,1.4,5.8,7.2,2.5,1.2,1.2,2.3,2.6,16.1,106.3,91.7,0.577,0.415,6.2,20.5,19.7,2.3,4.3,15.9,27.9,3.6,2.8,6.4,25.3,0.117,472,14.1,2.8,2.6,5.4,0.199
Andrew Nembhard,Gonzaga,WCC,SR,G,32,1029,4.4,9.7,0.452,1.6,4.2,0.383,2.8,5.5,0.503,0.534,1.5,1.7,0.873,0.4,2.9,3.4,5.8,1.6,0.1,1.9,2.5,11.8,117.3,92.2,0.564,0.177,1.6,8.7,26.3,2.7,0.4,16.6,19.6,3.7,3,6.7,18.1,0.429,436,5.6,2.8,2.2,5,0.195
Ryan Nembhard,Gonzaga,WCC,SR,G,35,1228,3.8,8.5,0.446,1.1,2.7,0.404,2.7,5.8,0.465,0.51,1.9,2.5,0.77,0.3,2.7,3,9.8,1.7,0.1,2.5,1.8,10.5,119.5,100.6,0.547,0.294,1,8.3,41.5,2.8,0.2,19.9,20.1,4.7,2.4,7.1,18,0.318,516,4.8,3.1,2.1,5.2,0.17
Aaron Nesmith,Vanderbilt,SEC,SO,F,14,500,7.5,14.6,0.512,4.3,8.2,0.522,3.2,6.4,0.5,0.659,3.7,4.5,0.825,0.8,4.1,4.9,0.9,1.4,0.9,1.7,3.1,23,125.1,105.6,0.685,0.307,2.5,13.9,6.9,2.3,2.6,11.6,23.7,8.6,0.3,8.9,29,0.561,260,8,2.2,0.4,2.6,0.207
Asa Newell,Georgia,SEC,FR,C,33,958,5.8,10.7,0.543,0.8,2.7,0.292,5,8,0.627,0.58,3.1,4.1,0.748,3.3,3.5,6.9,0.9,1,1,1.1,3.3,15.4,127.8,102.7,0.612,0.384,14,13.5,6.7,2,3.8,9.8,23,7.2,1.4,8.6,26.1,0.253,483,13.7,3.8,1.4,5.2,0.218
Georges Niang,Iowa St.,B12,SR,F,35,1162,8.1,14.8,0.546,1.6,4.1,0.392,6.5,10.7,0.605,0.6,2.7,3.4,0.807,1.3,4.9,6.2,3.3,0.9,0.6,2.6,3.8,20.5,116.9,103.7,0.625,0.23,4.8,15.6,19.2,1.5,1.8,15.8,28,6.7,1.3,7.9,25.9,0.276,679,10.6,4.2,1.4,5.6,0.192
Zeke Nnaji,Arizona,P12,FR,C,32,978,5.6,9.8,0.57,0.2,0.5,0.294,5.4,9.3,0.586,0.578,4.8,6.2,0.76,3.1,5.5,8.6,0.8,0.7,0.9,2.2,3.1,16.1,116.1,91.3,0.63,0.637,11.5,20.4,5.8,1.3,3.3,16.9,24.1,4.9,1.9,6.8,25.7,0.054,482,15.9,3.5,2.1,5.6,0.229
Royce O'Neale,Baylor,B12,SR,F,33,1060,3.3,7.2,0.456,1.5,3.4,0.438,1.8,3.8,0.472,0.559,2.1,2.7,0.773,2,3.8,5.8,3.4,1.2,0.3,1.7,2.8,10.1,123.1,96.5,0.597,0.371,7.3,13.7,21.8,2.3,1.2,19.2,17.2,5.9,3.2,9.1,19.8,0.473,352,10.5,3.1,1.9,5,0.189
Josh Okogie,Georgia Tech,ACC,SO,F,24,873,5.5,13.3,0.416,1.6,4.2,0.38,4,9.2,0.432,0.475,5.5,6.8,0.821,2.2,4,6.2,2.5,1.8,1,2.5,3.2,18.2,107.9,100.8,0.55,0.506,7.3,13.1,15.6,2.9,2.8,15.7,26.8,5.2,1.9,7.1,22.3,0.313,421,10.2,2.1,1.3,3.4,0.156
Onyeka Okongwu,USC,P12,FR,C,28,858,6.3,10.2,0.618,0,0.1,0.25,6.2,10,0.623,0.619,3.7,5.1,0.72,3.3,5.4,8.6,1.1,1.2,2.7,2,3.5,16.3,119.1,87.6,0.646,0.502,12.4,18.4,8.4,2.3,9.8,15.9,23.4,6.2,4.7,10.9,31.1,0.014,418,15.5,3.2,2.1,5.4,0.251
Isaac Okoro,Auburn,SEC,FR,F,28,880,4.5,8.7,0.512,0.7,2.5,0.286,3.8,6.2,0.603,0.553,3.2,4.8,0.672,1.9,2.5,4.4,2,0.9,0.9,2,3.5,12.9,112.8,100.2,0.585,0.549,6.4,8.8,13.1,1.7,3.1,17.6,20,3.3,2,5.3,19.1,0.288,351,7.6,2.3,1.1,3.4,0.156
Lachlan Olbrich,UC Riverside,BW,FR,C,33,918,4.5,9.6,0.472,0.5,1.9,0.274,4,7.8,0.52,0.498,1.7,3,0.556,2.5,3.5,6,1.4,0.7,0.5,1.9,4.5,11.4,101.9,102.5,0.51,0.311,10,15.8,10.9,1.5,1.9,16.6,23.6,0.2,-0.3,-0.1,16.9,0.198,388,13,1.5,1.4,2.9,0.121
Kelly Olynyk,Gonzaga,WCC,JR,C,31,820,6.8,10.7,0.631,0.3,0.9,0.31,6.5,9.8,0.661,0.644,4.2,5.4,0.78,2.4,4.8,7.3,1.7,0.7,1.1,2.4,3.5,18.1,123.5,89.4,0.678,0.505,11.8,20.1,15.1,1.6,5.1,18.4,30.4,10.4,3.2,13.6,36.2,0.088,516,17.4,4.7,1.9,6.7,0.315
Gary Payton II,Oregon St.,P12,SR,G,31,1066,6.4,13.3,0.483,0.7,2.2,0.319,5.7,11.1,0.516,0.51,2.4,3.7,0.647,2.4,5.5,7.9,5,2.5,0.5,2.3,3,16,110.7,96.9,0.53,0.282,7.7,18.2,32.6,4.2,1.5,14.4,26.5,6.5,4.1,10.6,25.9,0.166,558,12.8,3,2.1,5,0.184
Micah Peavy,Georgetown,BE,SR,F,32,1184,6.8,14.2,0.481,1.6,4.1,0.4,5.2,10.2,0.514,0.538,1.9,2.8,0.659,1.7,4.1,5.8,3.6,2.3,0.5,2.6,3.2,17.2,108.3,99.9,0.552,0.2,5,13.2,19.9,3.7,1.6,16.8,24.5,2.6,2.7,5.3,19.7,0.286,534,9,2.1,2.1,4.2,0.143
Taelon Peter,Liberty,CUSA,SR,F,32,725,4.6,7.9,0.575,2.2,4.8,0.458,2.3,3.1,0.758,0.715,2,2.6,0.771,0.3,3.7,4,1,0.9,0.1,0.6,3.7,13.7,132.3,96.3,0.728,0.327,1.4,18.3,9.9,2.3,0.4,8.1,20.8,7,2.2,9.1,27.2,0.588,380,10.6,3.3,2,5.3,0.266
Drew Peterson,USC,P12,SR,F,33,1182,5,11.2,0.442,1.5,4.1,0.358,3.5,7.2,0.489,0.507,2.5,3.3,0.752,0.9,5.4,6.2,4.3,1.1,0.7,2.7,1.9,13.9,104.6,98.7,0.542,0.294,3,15.6,23.9,1.7,2.2,19.6,22.7,3.4,1.4,4.8,17.5,0.361,480,9.8,1.9,1.9,3.9,0.13
Julian Phillips,Tennessee,SEC,FR,F,32,769,2.5,6,0.411,0.3,1.4,0.239,2.1,4.6,0.466,0.44,3,3.7,0.822,1.8,2.9,4.7,1.4,0.6,0.5,1.3,2.9,8.3,110.4,90,0.536,0.615,8.4,13.9,11.4,1.6,2.9,16.7,19.5,1.3,3.2,4.5,16.6,0.24,272,11.1,1.6,1.9,3.5,0.183
Jalen Pickett,Penn St.,B10,SR,G,37,1351,7,13.8,0.508,1.2,3.2,0.381,5.8,10.6,0.546,0.552,2.4,3.2,0.763,1.2,6.2,7.4,6.6,0.9,0.5,2.3,2.3,17.7,118.7,102.2,0.577,0.23,4,19.6,39.3,1.6,1.6,13.2,29.3,7.4,2.6,10,26.6,0.23,755,12.2,5.5,1.8,7.3,0.215
Scotty Pippen Jr.,Vanderbilt,SEC,JR,G,36,1190,6.2,14.9,0.416,1.8,5.5,0.325,4.4,9.5,0.469,0.476,6.2,8.3,0.749,0.8,2.7,3.6,4.3,1.9,0.2,3.4,3,20.4,104.9,97.6,0.541,0.556,2.9,9.7,32.6,3.4,0.6,17.1,34.4,5.3,2.1,7.3,24,0.366,746,6.3,3.6,1.9,5.5,0.185
