player,pos,exp,num,hgt,team,conf,g,min,mpg,ppg,oreb,dreb,rpg,apg,tov,ast_to,spg,bpg,usg,ortg,efg,ts,year,id,fgm,ftm,fta,ft_pct,two_m,two_a,two_pct,three_m,three_a,three_pct,dunk_m,dunk_a,dunk_pct,rim_m,rim_a,rim_pct,mid_m,mid_a,mid_pct,porpag,dporpag,adj_oe,drtg,adj_de,stops,obpm,dbpm,bpm,oreb_rate,dreb_rate,ast,to,blk,stl,ftr,pfr,rec,pick,fga,fg_pct
Precious Achiuwa,PF/C,Fr,55.0,6-9,Memphis,Amer,31,75.3,30.3548,15.7742,3.0,7.7742,10.7742,0.9677,2.80649990831095,0.34480671,1.0968,1.871,27.2,98.2,51.1,53.4,2020,70558,182,112,187,0.599,169,329,0.514,13,40,0.325,47.0,52.0,0.9038,148.0,231.0,0.6407,21.0,98.0,0.2143,2.59547,4.98252,110.181,81.6111,79.6562,256.167,2.18191,2.94998,5.13189,11.4,24.7,7.5,18.6,6.4,2.0,50.7,3.1,97.2,20.0,369,0.493224932249323
Steven Adams,C,Fr,13.0,7-0,Pittsburgh,BE,32,56.1,23.4062,7.2188,2.8125,3.5312,6.3438,0.625,1.09379994290539,0.57140248,0.6562,2.0312,18.0,109.7,57.1,55.46,2013,26892,100,31,70,0.443,100,175,0.571,0,0,0.0,29.0,33.0,0.8788,85.0,129.0,0.6589,15.0,46.0,0.3261,1.99486,3.44551,109.998,86.5013,83.1502,158.07,3.36616,3.72734,7.0935,15.3,19.1,5.4,16.9,11.2,1.9,40.0,2.8,99.2,12.0,175,0.571428571428571
Ochai Agbaji,Wing F,Fr,30.0,6-5,Kansas,B12,22,39.0,25.8182,8.5455,0.9545,3.6364,4.5909,0.9091,1.36360002405912,0.6666911,0.4545,0.5455,17.0,103.0,52.2,54.3,2019,65963,70,25,36,0.694,47,81,0.58,23,75,0.307,15.0,16.0,0.9375,37.0,55.0,0.6727,10.0,26.0,0.3846,1.72645,3.29544,106.839,100.385,92.4653,104.104,1.52587,1.66378,3.18964,4.3,14.8,6.3,17.6,2.4,1.0,23.1,3.0,73.6,14.0,156,0.448717948717949
Ochai Agbaji,Wing G,So,30.0,6-5,Kansas,B12,30,83.6,33.3548,9.9677,1.1613,3.0,4.1613,2.0,1.87100004746727,1.06894706,1.2258,0.2581,16.8,102.6,51.0,52.6,2020,65963,111,33,49,0.673,68,130,0.523,43,130,0.331,13.0,19.0,0.6842,51.0,84.0,0.6071,17.0,46.0,0.3696,2.34734,4.46961,105.578,93.2968,88.8076,175.223,1.98471,2.65619,4.6409,4.4,9.6,10.6,19.4,0.9,2.2,18.8,2.2,73.6,14.0,260,0.426923076923077
Ochai Agbaji,Wing G,Jr,30.0,6-5,Kansas,B12,29,84.6,33.7,14.2,0.9667,2.7,3.6667,1.8667,1.36670001550396,1.36584472,1.1,0.4667,19.8,109.6,52.8,54.49,2021,65963,143,49,72,0.681,68,140,0.486,75,202,0.371,15.0,17.0,0.8824,53.0,82.0,0.6463,15.0,58.0,0.2586,3.61949,4.00562,116.067,99.6879,93.1578,171.439,3.80493,1.97072,5.77565,2.9,9.1,11.1,12.1,1.6,1.9,21.1,2.2,73.6,14.0,342,0.41812865497076
Ochai Agbaji,Wing G,Sr,30.0,6-5,Kansas,B12,39,84.6,35.0513,18.7692,0.8205,4.2308,5.0513,1.5897,2.05130007674859,0.77497194,0.9231,0.5641,23.3,114.0,57.0,59.49,2022,65963,258,113,152,0.743,155,290,0.534,103,253,0.407,37.0,41.0,0.9024,119.0,164.0,0.7256,36.0,126.0,0.2857,5.17089,4.21865,128.321,97.9268,92.3795,245.374,6.48245,1.66126,8.14371,2.8,12.9,8.7,14.5,1.7,1.5,28.0,1.9,73.6,14.0,543,0.475138121546961
Santi Aldama,PF/C,Fr,34.0,6-11,Loyola MD,Pat,10,24.3,30.4,15.2,1.5,6.1,7.6,2.1,2.300000046,0.91304346,0.9,1.7,26.9,95.6,50.8,51.12,2020,71076,61,17,33,0.515,48,73,0.658,13,60,0.217,5.0,5.0,1.0,34.0,49.0,0.6939,14.0,24.0,0.5833,1.45138,2.42438,99.0997,100.812,104.359,68.4603,1.09767,0.134423,1.23209,5.9,22.5,15.6,15.7,6.2,1.7,24.8,3.0,87.2,30.0,133,0.458646616541353
Santi Aldama,PF/C,So,34.0,6-11,Loyola MD,Pat,17,83.8,35.0,21.2353,1.8235,8.2941,10.1176,2.2941,3.23529997856249,0.70908417,1.0,1.7059,29.4,109.0,57.4,59.4,2021,71076,135,59,86,0.686,103,176,0.585,32,87,0.368,11.0,11.0,1.0,68.0,95.0,0.7158,35.0,81.0,0.4321,3.68463,3.83646,116.933,93.5855,94.2733,138.767,6.02958,1.68206,7.71164,6.1,27.9,15.5,18.2,5.6,1.7,32.7,2.2,87.2,30.0,263,0.513307984790874
Trey Alexander,Combo G,Fr,23.0,6-4,Creighton,BE,35,65.7,26.5429,7.4,0.2857,3.4286,3.7143,2.4571,1.82860011853193,1.34370548,0.7143,0.2857,17.6,97.1,46.4,52.31,2022,75017,89,63,77,0.818,71,147,0.483,18,64,0.281,0.0,0.0,,37.0,75.0,0.4933,34.0,72.0,0.4722,1.15068,3.0882,98.025,97.9711,93.5091,167.827,-1.27622,2.62572,1.3495,1.3,13.1,17.2,23.0,1.0,1.6,36.5,2.9,85.2,,211,0.421800947867299
Trey Alexander,Combo G,So,23.0,6-4,Creighton,BE,37,79.7,32.0811,13.5676,0.3243,3.8919,4.2162,2.5946,1.48650004612585,1.74544226,1.0811,0.4595,20.5,112.4,53.4,57.76,2023,75017,169,98,119,0.824,103,217,0.475,66,161,0.41,2.0,2.0,1.0,42.0,83.0,0.506,61.0,134.0,0.4552,3.5123,4.0208,118.995,98.713,92.8676,221.484,3.16968,3.01719,6.18688,1.2,13.0,15.0,13.1,1.3,1.9,31.5,2.2,85.2,,378,0.447089947089947
Trey Alexander,Combo G,Jr,23.0,6-4,Creighton,BE,35,90.7,37.2,17.5714,0.5143,5.2286,5.7429,4.7143,2.45709983330624,1.91864406,1.0857,0.4286,26.5,108.7,50.6,53.82,2024,75017,232,89,108,0.824,170,337,0.504,62,183,0.339,5.0,6.0,0.8333,73.0,127.0,0.5748,97.0,210.0,0.4619,4.40311,4.42925,123.54,100.854,95.4058,238.385,2.7434,1.95042,4.69382,1.8,14.6,23.9,14.8,1.0,1.7,20.8,1.9,85.2,,520,0.446153846153846
Nickeil Alexander-Walker,Wing G,Fr,4.0,6-5,Virginia Tech,ACC,33,62.9,25.4545,10.6667,0.697,3.1515,3.8485,1.4848,1.57579995779896,0.94225158,0.8485,0.5455,21.0,105.3,55.4,57.53,2018,50477,124,46,63,0.73,66,128,0.516,58,148,0.392,4.0,4.0,1.0,61.0,103.0,0.5922,5.0,25.0,0.2,1.94491,2.80304,110.068,101.74,97.7033,163.539,2.66503,1.50775,4.17278,3.6,14.0,10.6,16.8,2.5,1.9,22.8,2.3,92.2,17.0,276,0.449275362318841
Nickeil Alexander-Walker,Scoring PG,So,4.0,6-5,Virginia Tech,ACC,34,82.8,34.3235,16.1765,0.4706,3.6176,4.0882,3.9706,2.85290009948004,1.39177674,1.8824,0.5294,26.4,109.8,54.6,58.59,2019,50477,190,112,144,0.778,132,246,0.537,58,155,0.374,12.0,12.0,1.0,91.0,150.0,0.6067,41.0,96.0,0.4271,4.35815,4.73339,124.319,93.6096,89.424,237.568,4.23828,3.69834,7.93662,1.8,13.1,24.6,19.6,2.3,3.4,35.9,2.7,92.2,17.0,401,0.473815461346633
Grayson Allen,Wing G,Fr,3.0,6-4,Duke,ACC,35,20.5,9.2,4.3714,0.2571,0.7429,1.0,0.4,0.42860000700761,0.9332711,0.2857,0.1429,21.8,118.3,50.9,58.32,2015,37731,45,45,53,0.849,27,54,0.5,18,52,0.346,5.0,5.0,1.0,23.0,35.0,0.6571,4.0,19.0,0.2105,1.26403,1.08155,127.251,99.3689,93.2819,51.9522,2.79309,1.30513,4.09822,3.5,8.9,7.8,12.9,1.5,1.9,50.0,5.2,95.0,21.0,106,0.424528301886792
Grayson Allen,Combo G,So,3.0,6-5,Duke,ACC,36,90.8,36.5833,21.6389,0.6667,3.9167,4.5833,3.5278,1.99999995464596,1.76390004,1.3056,0.1389,25.9,124.9,55.4,61.56,2016,37731,239,211,252,0.837,149,297,0.502,90,216,0.417,20.0,20.0,1.0,100.0,161.0,0.6211,49.0,136.0,0.3603,6.62725,3.91842,140.489,106.354,98.8387,220.946,7.37414,1.45715,8.83129,2.1,11.6,19.4,12.3,0.3,2.1,49.1,3.0,95.0,21.0,513,0.46588693957115
Grayson Allen,Combo G,Jr,3.0,6-5,Duke,ACC,34,68.0,29.6176,14.4706,0.6765,3.0588,3.7353,3.5,2.17650007743365,1.60808632,0.7647,0.0588,25.0,113.7,50.8,56.88,2017,37731,141,129,159,0.811,60,135,0.444,81,222,0.365,7.0,7.0,1.0,36.0,68.0,0.5294,24.0,68.0,0.3529,4.14927,3.44289,128.164,103.556,96.2915,161.603,4.80497,0.34707,5.15204,2.7,11.3,21.5,16.9,0.2,1.5,44.5,3.1,95.0,21.0,357,0.394957983193277
Grayson Allen,Scoring PG,Sr,3.0,6-5,Duke,ACC,37,88.3,35.5676,15.4595,0.5405,2.7838,3.3243,4.6486,2.13509984591006,2.17722839,1.7297,0.0541,20.3,121.1,53.6,57.97,2018,37731,181,108,127,0.85,79,157,0.503,102,276,0.37,18.0,18.0,1.0,38.0,64.0,0.5938,41.0,93.0,0.4409,4.93852,4.16452,128.083,101.134,95.8277,228.386,4.61041,2.6848,7.29521,1.8,8.0,21.2,16.7,0.2,2.8,29.3,2.4,95.0,21.0,433,0.418013856812933
Jarrett Allen,C,Fr,31.0,6-11,Texas,B12,33,80.4,32.1515,13.3939,3.0303,5.3939,8.4242,0.7879,2.54550012826038,0.3095266,0.5758,1.5455,22.9,101.9,56.6,57.14,2017,47193,179,84,149,0.564,179,309,0.579,0,7,0.0,45.0,48.0,0.9375,98.0,138.0,0.7101,81.0,170.0,0.4765,2.65636,4.27413,111.601,99.0269,91.481,209.689,2.02048,2.0664,4.08688,11.0,18.8,5.5,20.1,5.0,1.0,47.2,2.6,96.8,22.0,316,0.566455696202532
Jose Alvarado,Combo G,Fr,10.0,6-0,Georgia Tech,ACC,25,68.0,34.96,12.12,0.6,3.12,3.72,3.08,2.35999995617143,1.30508477,1.72,0.08,18.9,106.2,53.8,58.39,2018,50358,99,65,81,0.802,59,113,0.522,40,108,0.37,0.0,0.0,,49.0,82.0,0.5976,10.0,32.0,0.3125,2.51667,3.57088,108.648,103.051,100.216,148.635,0.663936,1.85611,2.52004,2.0,10.6,18.6,21.5,0.2,3.0,36.7,2.7,66.2,,221,0.447963800904977
Jose Alvarado,Combo G,So,10.0,6-0,Georgia Tech,ACC,31,82.6,34.2258,12.4516,0.6774,3.2258,3.9032,3.3871,2.03230000379327,1.66663386,1.8065,0.0968,22.0,98.5,45.7,49.89,2019,50358,132,78,105,0.743,88,183,0.481,44,154,0.286,0.0,0.0,,66.0,109.0,0.6055,22.0,74.0,0.2973,2.18787,4.11311,105.955,98.1998,94.6859,193.562,0.475544,2.01119,2.48673,2.5,10.2,21.4,15.8,0.3,3.1,31.2,3.0,66.2,,337,0.391691394658754
Jose Alvarado,Scoring PG,Jr,10.0,6-0,Georgia Tech,ACC,23,64.9,33.5,14.375,0.375,3.0417,3.4167,4.0,2.66669989374734,1.49998131,2.0833,0.0833,22.7,105.2,52.3,56.39,2020,50358,115,65,82,0.793,74,137,0.54,41,122,0.336,0.0,1.0,0.0,41.0,69.0,0.5942,31.0,62.0,0.5,3.51494,4.49939,115.181,93.9792,89.1435,156.574,2.84547,3.27138,6.11686,1.4,9.9,25.0,20.0,0.3,3.5,31.7,3.4,66.2,,259,0.444015444015444
Jose Alvarado,Scoring PG,Sr,10.0,6-0,Georgia Tech,ACC,26,90.6,37.1154,15.1923,0.7308,2.7308,3.4615,4.1538,2.0769,2.0,2.8077,0.0385,20.6,117.8,58.8,62.3,2021,50358,141,67,80,0.838,95,161,0.59,46,118,0.39,0.0,0.0,,73.0,107.0,0.6822,22.0,54.0,0.4074,4.93139,4.09174,124.466,99.6475,94.7215,187.311,4.26696,3.03637,7.30333,2.5,9.4,21.0,16.1,0.1,4.5,28.7,2.5,66.2,,279,0.505376344086022
Kyle Anderson,Wing G,Fr,13.0,6-2,Delaware,CAA,31,72.7,30.6129,8.9032,0.6129,2.2903,2.9032,0.7742,1.06449993767959,0.72728985,0.4839,0.2581,15.2,102.0,50.6,51.31,2012,21469,97,14,21,0.667,29,59,0.492,68,200,0.34,0.0,0.0,,9.0,12.0,0.75,20.0,47.0,0.4255,1.05713,2.05121,95.853,104.818,106.65,134.297,0.561073,-1.09353,-0.53246,2.3,7.6,5.4,13.5,0.8,0.9,8.1,3.0,,,259,0.374517374517374
Kyle Anderson,Wing G,So,13.0,6-2,Delaware,CAA,33,81.7,33.1818,9.0909,0.9091,2.1818,3.0909,1.0909,1.27270001762927,0.85715407,0.7273,0.4545,14.7,104.6,48.7,51.63,2013,21469,97,44,58,0.759,35,79,0.443,62,184,0.337,1.0,1.0,1.0,14.0,28.0,0.5,21.0,51.0,0.4118,1.31779,2.19043,96.8634,106.486,106.592,155.799,0.615714,-0.69082,-0.0751056,3.2,7.0,6.7,15.6,1.4,1.3,22.1,2.4,,,263,0.368821292775665
Kyle Anderson,Wing F,Fr,5.0,6-9,UCLA,P12,35,73.7,29.8857,9.6571,2.1143,6.5143,8.6286,3.4857,2.08570010511792,1.67123739,1.7714,0.8857,21.2,100.2,43.0,48.48,2013,26311,122,86,117,0.735,114,255,0.447,8,38,0.211,8.0,8.0,1.0,64.0,108.0,0.5926,50.0,147.0,0.3401,2.25417,3.99921,107.292,90.5974,86.789,263.563,2.63314,3.87285,6.50598,8.0,23.0,20.8,18.9,2.8,3.4,39.9,2.8,99.6,30.0,293,0.416382252559727
Kyle Anderson,Wing G,Jr,13.0,6-2,Delaware,CAA,35,86.5,34.7429,10.9714,0.8571,2.8286,3.6857,0.9143,0.828599968474594,1.10342751,0.8286,0.3143,14.1,114.6,52.8,55.34,2014,21469,125,49,63,0.778,40,91,0.44,85,226,0.376,1.0,2.0,0.5,22.0,42.0,0.5238,18.0,49.0,0.3673,1.9469,2.45029,104.516,109.678,109.286,185.092,1.16159,-0.626608,0.534981,2.6,8.7,4.7,9.5,0.9,1.3,19.9,3.0,,,317,0.394321766561514
Kyle Anderson,Wing F,So,5.0,6-9,UCLA,P12,36,80.3,33.2222,14.6389,1.25,7.5,8.75,6.4722,3.05559996550942,2.11814376,1.7778,0.75,26.0,110.6,51.7,56.62,2014,26311,181,137,186,0.737,153,319,0.48,28,58,0.483,7.0,7.0,1.0,56.0,88.0,0.6364,97.0,229.0,0.4236,4.05962,4.543,123.524,94.3457,90.2755,282.93,6.03776,3.96129,9.99905,4.5,25.5,34.3,20.2,2.7,3.1,49.3,2.0,99.6,30.0,377,0.480106100795756
Kyle Anderson,Wing G,Sr,13.0,6-3,Delaware,CAA,23,64.9,34.2609,14.4348,0.5217,3.4783,4.0,2.0,1.95650005813251,1.02223355,0.7391,0.3478,23.8,95.9,45.7,48.88,2015,21469,116,46,56,0.821,62,143,0.434,54,170,0.318,4.0,4.0,1.0,35.0,57.0,0.614,27.0,86.0,0.314,1.35938,2.00042,98.9945,109.864,110.302,123.94,0.00558164,-1.98274,-1.97716,1.7,11.3,14.3,14.5,1.1,1.3,17.9,2.6,,,313,0.370607028753994
Cole Anthony,Combo G,Fr,2.0,6-3,North Carolina,ACC,22,57.2,34.8636,18.5,0.4545,5.2273,5.6818,3.9545,3.50000003982804,1.12985713,1.3182,0.2727,29.0,97.6,45.1,50.15,2020,70338,131,96,128,0.75,82,204,0.402,49,141,0.348,3.0,3.0,1.0,37.0,69.0,0.5362,45.0,135.0,0.3333,3.44625,3.85586,113.99,101.245,95.2872,152.426,2.96994,1.36291,4.33284,1.4,16.4,23.9,19.6,0.9,2.1,37.1,3.3,99.4,15.0,345,0.379710144927536
OG Anunoby,Wing F,So,3.0,6-8,Indiana,B10,16,28.9,25.125,11.0625,1.75,3.6875,5.4375,1.4375,1.62500000847826,0.88461538,1.3125,1.3125,20.5,115.6,61.5,61.12,2017,41594,68,27,48,0.563,54,77,0.701,14,45,0.311,27.0,29.0,0.931,49.0,63.0,0.7778,5.0,14.0,0.3571,2.65146,2.96814,118.679,98.5464,95.2148,88.5137,4.72671,3.08224,7.80894,8.5,16.1,11.0,18.0,5.5,3.0,39.3,3.3,41.4,23.0,122,0.557377049180328
Deandre Ayton,C,Fr,13.0,7-1,Arizona,P12,35,82.5,33.4857,20.1143,3.3714,8.2,11.5714,1.6286,1.97140002847793,0.82611341,0.5714,1.8857,26.2,126.7,62.5,64.98,2018,50238,276,140,191,0.733,264,416,0.635,12,35,0.343,87.0,89.0,0.9775,185.0,229.0,0.8079,79.0,187.0,0.4225,6.07019,4.10279,140.786,97.464,93.9847,265.783,7.97789,1.90954,9.88743,13.5,28.2,10.2,13.1,6.1,1.0,42.4,2.8,99.4,1.0,451,0.611973392461197
Marvin Bagley III,PF/C,Fr,35.0,6-11,Duke,ACC,33,74.8,33.7576,21.0303,4.0,7.0909,11.0909,1.5152,2.27270003528895,0.66669599,0.8182,0.8788,25.8,123.8,64.0,64.35,2018,50726,270,131,209,0.627,247,382,0.647,23,58,0.397,94.0,98.0,0.9592,193.0,264.0,0.7311,54.0,118.0,0.4576,6.01059,4.45311,139.499,96.4998,91.4948,234.046,8.26378,1.37588,9.63966,13.8,21.4,8.8,14.7,2.6,1.4,47.5,2.2,100.0,2.0,440,0.613636363636364
Ace Bailey,Stretch 4,Fr,4.0,6-10,Rutgers,B10,30,76.6,33.3267,17.5667,2.0667,5.1,7.1667,1.2667,2.03329988857061,0.62297746,1.0,1.2667,26.2,106.3,51.4,53.58,2025,128153,203,74,107,0.692,156,305,0.511,47,136,0.346,24.0,26.0,0.9231,64.0,105.0,0.6095,92.0,200.0,0.46,3.58738,3.53677,121.446,107.742,100.559,189.725,3.64685,0.109652,3.7565,7.0,17.5,8.3,13.4,4.1,1.7,24.3,3.3,99.8,,441,0.46031746031746
Lonzo Ball,Scoring PG,Fr,2.0,6-6,UCLA,P12,36,87.6,35.0556,14.5556,0.9167,5.0833,6.0,7.6111,2.47219985103657,3.07867505,1.8333,0.7778,20.1,129.4,66.8,67.26,2017,44633,189,66,98,0.673,109,149,0.732,80,194,0.412,37.0,40.0,0.925,94.0,120.0,0.7833,15.0,29.0,0.5172,5.5084,4.10463,133.075,99.8459,96.0481,275.837,7.55081,3.43837,10.9892,3.2,14.3,31.4,18.9,2.1,2.8,28.6,2.1,99.6,2.0,343,0.551020408163265
Paolo Banchero,Wing F,Fr,5.0,6-10,Duke,ACC,39,82.2,32.9744,17.2051,1.7692,6.0513,7.8205,3.1795,2.35899989770866,1.34781693,1.0513,0.9231,27.2,111.3,52.0,55.7,2022,75268,245,137,188,0.729,201,383,0.525,44,130,0.338,41.0,44.0,0.9318,127.0,188.0,0.6755,74.0,195.0,0.3795,4.6563,4.04376,126.223,97.1394,91.9435,260.959,5.47334,1.63676,7.1101,6.5,19.1,17.5,15.4,2.7,1.9,36.6,2.3,99.8,1.0,513,0.477582846003899
Desmond Bane,Wing G,Fr,1.0,6-5,TCU,B12,38,51.6,20.7179,7.1026,0.6923,2.2051,2.8974,0.9744,1.00000002052545,0.97439998,0.3077,0.2308,15.4,113.8,58.7,61.31,2017,46595,97,42,55,0.764,68,113,0.602,29,77,0.377,6.0,6.0,1.0,56.0,84.0,0.6667,12.0,30.0,0.4,1.77977,2.16795,112.625,105.802,99.5415,120.246,1.09598,0.701303,1.79729,3.9,12.4,8.7,18.3,1.2,0.8,28.9,3.6,,30.0,190,0.510526315789474
Desmond Bane,Wing G,So,1.0,6-5,TCU,B12,33,74.7,30.4545,12.5152,0.4545,3.6061,4.0606,2.4848,1.75759988474875,1.41374611,0.9394,0.2424,17.3,121.7,64.9,67.06,2018,46595,145,64,82,0.78,86,141,0.61,59,128,0.461,7.0,7.0,1.0,68.0,98.0,0.6939,12.0,35.0,0.3429,3.61851,3.01978,122.688,107.162,100.682,173.602,3.75323,1.44189,5.19513,1.9,14.1,14.0,19.1,0.8,1.8,30.5,3.0,,30.0,269,0.539033457249071
Desmond Bane,Wing G,Jr,1.0,6-5,TCU,B12,37,87.7,35.5405,15.2162,1.3243,4.3784,5.7027,2.4054,1.32430002961369,1.81635577,1.1351,0.5405,18.4,121.8,58.2,60.72,2019,46595,215,65,75,0.867,147,268,0.549,68,160,0.425,11.0,11.0,1.0,104.0,150.0,0.6933,43.0,118.0,0.3644,4.61951,4.20248,125.422,100.252,94.9215,237.556,4.58337,2.43193,7.0153,4.4,13.9,13.6,11.7,1.6,1.8,17.5,2.6,,30.0,428,0.502336448598131
Desmond Bane,Wing G,Sr,1.0,6-6,TCU,B12,31,89.6,36.0625,16.5938,1.4375,4.9062,6.3438,3.875,2.31249999403226,1.67567568,1.4688,0.5312,23.5,112.2,54.9,56.54,2020,46595,187,44,56,0.786,100,222,0.45,87,198,0.439,0.0,0.0,,63.0,102.0,0.6176,37.0,120.0,0.3083,4.99594,4.21228,125.53,96.9757,93.4562,212.604,6.55711,2.33818,8.89529,4.6,16.6,26.0,16.7,1.6,2.4,13.3,2.4,,30.0,420,0.445238095238095
Harrison Barnes,Wing F,Fr,40.0,6-8,North Carolina,ACC,37,73.2,29.3784,15.6757,2.027,3.8108,5.8378,1.4324,1.94589998641918,0.73611183,0.7297,0.4324,24.7,106.8,49.0,52.17,2011,18910,210,93,124,0.75,143,302,0.474,67,195,0.344,19.0,19.0,1.0,50.0,69.0,0.7246,93.0,233.0,0.3991,3.3071,3.76606,118.812,96.5172,89.8594,206.999,4.86756,1.68096,6.54853,7.2,12.8,9.6,14.6,1.4,1.4,24.9,2.6,100.0,7.0,497,0.422535211267606
Harrison Barnes,Wing F,So,40.0,6-8,North Carolina,ACC,38,72.9,29.2368,17.0526,1.9474,3.2632,5.2105,1.1316,1.94739992939729,0.58108249,1.0789,0.3421,26.0,108.2,48.7,52.8,2012,18910,229,141,195,0.723,180,384,0.469,49,137,0.358,34.0,34.0,1.0,66.0,90.0,0.7333,113.0,293.0,0.3857,3.56749,3.66786,120.981,94.6442,90.076,212.697,4.32657,1.6746,6.00117,6.9,11.0,7.2,14.0,1.1,2.0,37.4,2.4,100.0,7.0,521,0.439539347408829
Scottie Barnes,Scoring PG,Fr,4.0,6-9,Florida St.,ACC,24,58.9,24.7917,10.3333,1.4583,2.5417,4.0,4.0833,2.45830004767897,1.66102588,1.4583,0.4583,25.3,107.5,53.1,54.78,2021,72657,98,41,66,0.621,87,155,0.561,11,40,0.275,19.0,21.0,0.9048,61.0,89.0,0.6854,26.0,66.0,0.3939,2.97014,3.00225,120.141,97.4474,91.9933,119.77,4.12707,3.06275,7.18982,7.4,11.0,31.6,22.4,2.1,3.4,33.8,3.5,99.0,4.0,195,0.502564102564103
Brooks Barnhizer,Combo G,Fr,13.0,6-6,Northwestern,B10,10,5.8,7.4545,1.7273,0.1818,0.5455,0.7273,1.0,0.27270001189872,3.66703321,0.5455,0.2727,20.3,73.7,23.9,28.11,2022,74691,5,3,4,0.75,4,14,0.286,1,9,0.111,0.0,0.0,,4.0,9.0,0.4444,0.0,5.0,0.0,-0.257506,0.866231,74.9459,97.5809,92.2381,15.3558,-3.14813,2.06021,-1.08792,3.0,6.7,21.9,12.1,5.2,4.1,17.4,2.8,68.6,,23,0.217391304347826
Brooks Barnhizer,Wing F,So,13.0,6-6,Northwestern,B10,34,60.0,24.1765,7.6471,1.3235,3.6176,4.9412,1.0588,0.823499989286256,1.28573165,0.7941,0.3824,17.8,108.6,47.0,52.25,2023,74691,89,56,67,0.836,63,133,0.474,26,84,0.31,3.0,3.0,1.0,40.0,64.0,0.625,23.0,69.0,0.3333,1.93543,3.1641,110.471,95.7514,91.2369,153.864,1.61095,2.07892,3.68988,6.1,18.0,9.2,11.9,2.1,2.0,30.9,2.6,68.6,,217,0.410138248847926
Brooks Barnhizer,Wing G,Jr,13.0,6-6,Northwestern,B10,34,90.2,36.7353,14.6176,1.2647,6.2059,7.4706,2.6471,1.52940000686153,1.73080946,1.7353,0.7941,22.6,107.7,47.9,52.66,2024,74691,173,111,145,0.766,133,288,0.462,40,115,0.348,6.0,6.0,1.0,66.0,124.0,0.5323,67.0,164.0,0.4085,3.37137,4.44953,115.511,100.548,95.0288,250.443,3.1726,2.40153,5.57412,4.2,21.7,14.3,11.4,2.7,2.9,36.0,2.1,68.6,,403,0.429280397022333
Brooks Barnhizer,Wing G,Sr,13.0,6-6,Northwestern,B10,17,46.9,36.9412,17.1176,1.5294,7.2941,8.8235,4.2353,2.76469989294613,1.53192034,2.2941,1.1176,28.0,101.6,44.8,49.95,2025,74691,103,68,89,0.764,86,185,0.465,17,64,0.266,5.0,6.0,0.8333,41.0,81.0,0.5062,45.0,104.0,0.4327,3.45237,5.40122,117.108,95.0077,88.7263,149.167,4.08424,4.14078,8.22501,4.8,24.6,24.0,16.2,3.7,3.8,35.7,1.8,68.6,,249,0.413654618473896
Charles Bassey,C,Fr,23.0,6-11,Western Kentucky,CUSA,34,77.3,31.3824,14.5588,2.9118,7.0882,10.0,0.7059,2.85289996736079,0.24743244,0.7941,2.3824,22.3,112.2,64.2,67.27,2019,65800,188,110,143,0.769,179,280,0.639,9,20,0.45,45.0,50.0,0.9,136.0,175.0,0.7771,43.0,107.0,0.4019,3.23403,3.86617,117.593,93.2446,93.4332,254.348,2.80334,2.27249,5.07583,11.0,24.6,5.1,23.6,8.7,1.5,47.7,3.3,99.0,53.0,300,0.626666666666667
Charles Bassey,C,So,23.0,6-11,Western Kentucky,CUSA,9,22.0,28.1,15.3,2.8,6.4,9.2,1.3,2.300000046,0.56521738,0.8,1.5,28.3,107.9,52.0,57.3,2020,65800,51,34,43,0.791,49,88,0.557,2,12,0.167,16.0,19.0,0.8421,29.0,42.0,0.6905,20.0,46.0,0.4348,3.49588,3.11437,120.564,95.7285,95.9625,61.2765,3.0598,0.788898,3.8487,12.6,24.5,9.8,17.1,6.1,1.8,43.0,3.7,99.0,53.0,100,0.51
Charles Bassey,C,Jr,23.0,6-11,Western Kentucky,CUSA,28,72.8,30.4286,17.6429,3.2857,8.3214,11.6071,0.6786,2.21429984791617,0.30646256,0.3929,3.1071,25.4,118.2,61.7,64.31,2021,65800,194,88,116,0.759,176,270,0.652,18,59,0.305,70.0,75.0,0.9333,139.0,177.0,0.7853,37.0,93.0,0.3978,4.56731,3.98796,128.898,89.4757,89.1492,220.85,6.25712,2.61082,8.86794,13.2,30.8,5.6,16.6,11.5,0.7,35.3,3.1,99.0,53.0,329,0.589665653495441
Tamar Bates,Wing G,Fr,53.0,6-5,Indiana,B10,32,32.9,14.5312,3.9062,0.2188,1.0312,1.25,0.625,0.6874999993125,0.90909091,0.25,0.125,17.2,86.9,40.4,44.2,2022,75473,44,20,24,0.833,27,73,0.37,17,57,0.298,1.0,2.0,0.5,11.0,25.0,0.44,16.0,48.0,0.3333,0.0491446,1.52312,86.3839,102.349,96.8372,69.8663,-2.13143,0.534812,-1.59662,1.8,8.0,7.9,16.2,1.0,1.0,18.5,2.7,94.4,,130,0.338461538461538
